spec.jvm2008.report.run.location=CASTLEAZES015
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sat Jun 25 01:02:53 BST 2016, end=Sat Jun 25 01:02:53 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 25 01:02:53 BST 2016, end=Sat Jun 25 01:02:53 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 25 01:02:53 BST 2016, end=Sat Jun 25 01:03:06 BST 2016, operations=1.0, operationsPerMinute=4.684572142410993
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 25 01:03:06 BST 2016, end=Sat Jun 25 01:03:09 BST 2016, operations=1.0, operationsPerMinute=18.48998459167951
benchmark-name=startup.compress, mode=normal, start=Sat Jun 25 01:03:09 BST 2016, end=Sat Jun 25 01:03:10 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 25 01:03:10 BST 2016, end=Sat Jun 25 01:03:19 BST 2016, operations=1.0, operationsPerMinute=7.09639266706091
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 25 01:03:19 BST 2016, end=Sat Jun 25 01:03:26 BST 2016, operations=1.0, operationsPerMinute=8.029978586723768
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 25 01:03:26 BST 2016, end=Sat Jun 25 01:03:33 BST 2016, operations=1.0, operationsPerMinute=9.222256378727328
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 25 01:03:33 BST 2016, end=Sat Jun 25 01:03:35 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 25 01:03:35 BST 2016, end=Sat Jun 25 01:03:36 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 25 01:03:36 BST 2016, end=Sat Jun 25 01:03:37 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 25 01:03:37 BST 2016, end=Sat Jun 25 01:03:42 BST 2016, operations=1.0, operationsPerMinute=10.924981791697014
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 25 01:03:42 BST 2016, end=Sat Jun 25 01:03:43 BST 2016, operations=1.0, operationsPerMinute=42.28329809725159
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 25 01:03:43 BST 2016, end=Sat Jun 25 01:03:44 BST 2016, operations=1.0, operationsPerMinute=61.98347107438016
benchmark-name=startup.serial, mode=normal, start=Sat Jun 25 01:03:44 BST 2016, end=Sat Jun 25 01:03:47 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 25 01:03:47 BST 2016, end=Sat Jun 25 01:03:53 BST 2016, operations=1.0, operationsPerMinute=9.450307134981887
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 25 01:03:53 BST 2016, end=Sat Jun 25 01:04:13 BST 2016, operations=1.0, operationsPerMinute=2.9745674483168907
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 25 01:04:13 BST 2016, end=Sat Jun 25 01:04:14 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 25 01:04:24 BST 2016, end=Sat Jun 25 01:06:24 BST 2016, operations=488.0660291032141, operationsPerMinute=244.03301455160704, mode=normal, start=Sat Jun 25 01:06:25 BST 2016, end=Sat Jun 25 01:10:25 BST 2016, operations=1018.953914408122, operationsPerMinute=254.7384786020305
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 25 01:10:29 BST 2016, end=Sat Jun 25 01:12:29 BST 2016, operations=199.62323086236393, operationsPerMinute=99.81161543118196, mode=normal, start=Sat Jun 25 01:12:32 BST 2016, end=Sat Jun 25 01:16:32 BST 2016, operations=395.6438185036129, operationsPerMinute=98.91095462590323
benchmark-name=compress, mod=warmup, start=Sat Jun 25 01:16:36 BST 2016, end=Sat Jun 25 01:18:36 BST 2016, operations=399.9565377872653, operationsPerMinute=199.97826889363265, mode=normal, start=Sat Jun 25 01:18:38 BST 2016, end=Sat Jun 25 01:22:38 BST 2016, operations=800.8946737691118, operationsPerMinute=200.22366844227795
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 25 01:22:39 BST 2016, end=Sat Jun 25 01:24:39 BST 2016, operations=138.03359056767204, operationsPerMinute=69.01679528383602, mode=normal, start=Sat Jun 25 01:24:46 BST 2016, end=Sat Jun 25 01:28:46 BST 2016, operations=292.90297946113543, operationsPerMinute=73.22574486528386
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 25 01:28:50 BST 2016, end=Sat Jun 25 01:30:50 BST 2016, operations=236.32969061118186, operationsPerMinute=118.16484530559093, mode=normal, start=Sat Jun 25 01:30:54 BST 2016, end=Sat Jun 25 01:34:54 BST 2016, operations=472.02637621695385, operationsPerMinute=118.00659405423846
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 25 01:34:57 BST 2016, end=Sat Jun 25 01:36:57 BST 2016, operations=408.2492859814848, operationsPerMinute=204.1246429907424, mode=normal, start=Sat Jun 25 01:36:59 BST 2016, end=Sat Jun 25 01:40:59 BST 2016, operations=816.6621352327792, operationsPerMinute=204.1655338081948
benchmark-name=derby, mod=warmup, start=Sat Jun 25 01:41:22 BST 2016, end=Sat Jun 25 01:43:22 BST 2016, operations=362.5653613993641, operationsPerMinute=181.28268069968206, mode=normal, start=Sat Jun 25 01:43:24 BST 2016, end=Sat Jun 25 01:47:24 BST 2016, operations=724.3022389733926, operationsPerMinute=181.07555974334815
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 25 01:47:26 BST 2016, end=Sat Jun 25 01:49:26 BST 2016, operations=207.03762125682786, operationsPerMinute=103.51881062841393, mode=normal, start=Sat Jun 25 01:49:30 BST 2016, end=Sat Jun 25 01:53:30 BST 2016, operations=414.4199892146853, operationsPerMinute=103.60499730367133
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 25 01:53:34 BST 2016, end=Sat Jun 25 01:55:34 BST 2016, operations=78.6379502166308, operationsPerMinute=39.3189751083154, mode=normal, start=Sat Jun 25 01:55:41 BST 2016, end=Sat Jun 25 01:59:41 BST 2016, operations=152.17478856094073, operationsPerMinute=38.04369714023518
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 25 01:59:50 BST 2016, end=Sat Jun 25 02:01:50 BST 2016, operations=13.89141300979453, operationsPerMinute=6.945706504897265, mode=normal, start=Sat Jun 25 02:02:34 BST 2016, end=Sat Jun 25 02:06:34 BST 2016, operations=27.26533416900612, operationsPerMinute=6.81633354225153
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 25 02:07:24 BST 2016, end=Sat Jun 25 02:09:24 BST 2016, operations=68.05081893464006, operationsPerMinute=34.02540946732003, mode=normal, start=Sat Jun 25 02:09:39 BST 2016, end=Sat Jun 25 02:13:39 BST 2016, operations=136.37364457325077, operationsPerMinute=34.09341114331269
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 25 02:13:51 BST 2016, end=Sat Jun 25 02:15:51 BST 2016, operations=41.72449316302455, operationsPerMinute=20.862246581512274, mode=normal, start=Sat Jun 25 02:16:03 BST 2016, end=Sat Jun 25 02:20:03 BST 2016, operations=84.20189699034427, operationsPerMinute=21.050474247586067
