spec.jvm2008.report.run.location=GREY-04
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jul 04 16:44:04 BST 2016, end=Mon Jul 04 16:44:04 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jul 04 16:44:04 BST 2016, end=Mon Jul 04 16:44:04 BST 2016, operations=1.0, operationsPerMinute=638.2978723404256
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jul 04 16:44:04 BST 2016, end=Mon Jul 04 16:44:20 BST 2016, operations=1.0, operationsPerMinute=3.7783375314861463
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jul 04 16:44:20 BST 2016, end=Mon Jul 04 16:44:23 BST 2016, operations=1.0, operationsPerMinute=17.321016166281755
benchmark-name=startup.compress, mode=normal, start=Mon Jul 04 16:44:23 BST 2016, end=Mon Jul 04 16:44:24 BST 2016, operations=1.0, operationsPerMinute=47.50593824228029
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jul 04 16:44:24 BST 2016, end=Mon Jul 04 16:44:33 BST 2016, operations=1.0, operationsPerMinute=7.109004739336493
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jul 04 16:44:33 BST 2016, end=Mon Jul 04 16:44:40 BST 2016, operations=1.0, operationsPerMinute=8.080808080808081
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jul 04 16:44:40 BST 2016, end=Mon Jul 04 16:44:47 BST 2016, operations=1.0, operationsPerMinute=9.092286710107592
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jul 04 16:44:47 BST 2016, end=Mon Jul 04 16:44:49 BST 2016, operations=1.0, operationsPerMinute=27.08803611738149
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jul 04 16:44:49 BST 2016, end=Mon Jul 04 16:44:50 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jul 04 16:44:50 BST 2016, end=Mon Jul 04 16:44:51 BST 2016, operations=1.0, operationsPerMinute=66.3716814159292
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jul 04 16:44:51 BST 2016, end=Mon Jul 04 16:44:56 BST 2016, operations=1.0, operationsPerMinute=10.895224260032686
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jul 04 16:44:56 BST 2016, end=Mon Jul 04 16:44:58 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jul 04 16:44:58 BST 2016, end=Mon Jul 04 16:44:59 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Mon Jul 04 16:44:59 BST 2016, end=Mon Jul 04 16:45:01 BST 2016, operations=1.0, operationsPerMinute=27.675276752767527
benchmark-name=startup.sunflow, mode=normal, start=Mon Jul 04 16:45:01 BST 2016, end=Mon Jul 04 16:45:07 BST 2016, operations=1.0, operationsPerMinute=9.448818897637794
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jul 04 16:45:07 BST 2016, end=Mon Jul 04 16:45:27 BST 2016, operations=1.0, operationsPerMinute=2.9815146094215863
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jul 04 16:45:27 BST 2016, end=Mon Jul 04 16:45:28 BST 2016, operations=1.0, operationsPerMinute=76.92307692307692
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jul 04 16:45:39 BST 2016, end=Mon Jul 04 16:47:39 BST 2016, operations=495.9419786680229, operationsPerMinute=247.97098933401145, mode=normal, start=Mon Jul 04 16:47:41 BST 2016, end=Mon Jul 04 16:51:41 BST 2016, operations=1006.7748140760646, operationsPerMinute=251.69370351901614
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jul 04 16:51:45 BST 2016, end=Mon Jul 04 16:53:45 BST 2016, operations=198.64576718835121, operationsPerMinute=99.32288359417561, mode=normal, start=Mon Jul 04 16:53:48 BST 2016, end=Mon Jul 04 16:57:48 BST 2016, operations=391.8644192210926, operationsPerMinute=97.96610480527315
benchmark-name=compress, mod=warmup, start=Mon Jul 04 16:57:52 BST 2016, end=Mon Jul 04 16:59:52 BST 2016, operations=400.29221322914736, operationsPerMinute=200.14610661457368, mode=normal, start=Mon Jul 04 16:59:54 BST 2016, end=Mon Jul 04 17:03:54 BST 2016, operations=799.6865409405756, operationsPerMinute=199.9216352351439
benchmark-name=crypto.aes, mod=warmup, start=Mon Jul 04 17:03:56 BST 2016, end=Mon Jul 04 17:05:56 BST 2016, operations=139.70156983954672, operationsPerMinute=69.85078491977336, mode=normal, start=Mon Jul 04 17:06:02 BST 2016, end=Mon Jul 04 17:10:02 BST 2016, operations=294.72042226274255, operationsPerMinute=73.68010556568564
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jul 04 17:10:08 BST 2016, end=Mon Jul 04 17:12:08 BST 2016, operations=235.18015291797974, operationsPerMinute=117.59007645898987, mode=normal, start=Mon Jul 04 17:12:11 BST 2016, end=Mon Jul 04 17:16:11 BST 2016, operations=469.566998778398, operationsPerMinute=117.3917496945995
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jul 04 17:16:14 BST 2016, end=Mon Jul 04 17:18:14 BST 2016, operations=406.5967137811451, operationsPerMinute=203.29835689057256, mode=normal, start=Mon Jul 04 17:18:16 BST 2016, end=Mon Jul 04 17:22:16 BST 2016, operations=813.8315164713166, operationsPerMinute=203.45787911782915
benchmark-name=derby, mod=warmup, start=Mon Jul 04 17:22:57 BST 2016, end=Mon Jul 04 17:24:57 BST 2016, operations=362.1854714064915, operationsPerMinute=181.09273570324575, mode=normal, start=Mon Jul 04 17:24:58 BST 2016, end=Mon Jul 04 17:28:58 BST 2016, operations=729.3364631812179, operationsPerMinute=182.33411579530448
benchmark-name=mpegaudio, mod=warmup, start=Mon Jul 04 17:29:00 BST 2016, end=Mon Jul 04 17:31:00 BST 2016, operations=208.8317657820078, operationsPerMinute=104.4158828910039, mode=normal, start=Mon Jul 04 17:31:04 BST 2016, end=Mon Jul 04 17:35:04 BST 2016, operations=417.25471216688544, operationsPerMinute=104.31367804172136
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jul 04 17:35:08 BST 2016, end=Mon Jul 04 17:37:08 BST 2016, operations=78.29100728255766, operationsPerMinute=39.14550364127883, mode=normal, start=Mon Jul 04 17:37:15 BST 2016, end=Mon Jul 04 17:41:15 BST 2016, operations=153.09117572655816, operationsPerMinute=38.27279393163954
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jul 04 17:41:22 BST 2016, end=Mon Jul 04 17:43:22 BST 2016, operations=13.900245157780208, operationsPerMinute=6.950122578890104, mode=normal, start=Mon Jul 04 17:44:06 BST 2016, end=Mon Jul 04 17:48:06 BST 2016, operations=27.907202498052428, operationsPerMinute=6.976800624513107
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jul 04 17:48:58 BST 2016, end=Mon Jul 04 17:50:58 BST 2016, operations=74.60033192847558, operationsPerMinute=37.30016596423779, mode=normal, start=Mon Jul 04 17:51:07 BST 2016, end=Mon Jul 04 17:55:07 BST 2016, operations=149.29619838465175, operationsPerMinute=37.324049596162936
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jul 04 17:55:15 BST 2016, end=Mon Jul 04 17:57:15 BST 2016, operations=42.873240477920476, operationsPerMinute=21.436620238960238, mode=normal, start=Mon Jul 04 17:57:27 BST 2016, end=Mon Jul 04 18:01:27 BST 2016, operations=85.67395107300547, operationsPerMinute=21.418487768251367
