spec.jvm2008.report.run.location=KINGS03
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470 CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8066
benchmark-name=check, mode=normal, start=Sat Jun 25 08:37:11 BST 2016, end=Sat Jun 25 08:37:11 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Sat Jun 25 08:37:11 BST 2016, end=Sat Jun 25 08:37:11 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Sat Jun 25 08:37:12 BST 2016, end=Sat Jun 25 08:37:28 BST 2016, operations=1.0, operationsPerMinute=3.7018756169792697
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sat Jun 25 08:37:28 BST 2016, end=Sat Jun 25 08:37:32 BST 2016, operations=1.0, operationsPerMinute=15.143866733972741
benchmark-name=startup.compress, mode=normal, start=Sat Jun 25 08:37:32 BST 2016, end=Sat Jun 25 08:37:33 BST 2016, operations=1.0, operationsPerMinute=43.196544276457885
benchmark-name=startup.crypto.aes, mode=normal, start=Sat Jun 25 08:37:33 BST 2016, end=Sat Jun 25 08:37:42 BST 2016, operations=1.0, operationsPerMinute=6.724195898240502
benchmark-name=startup.crypto.rsa, mode=normal, start=Sat Jun 25 08:37:42 BST 2016, end=Sat Jun 25 08:37:50 BST 2016, operations=1.0, operationsPerMinute=7.865757734661773
benchmark-name=startup.crypto.signverify, mode=normal, start=Sat Jun 25 08:37:50 BST 2016, end=Sat Jun 25 08:37:56 BST 2016, operations=1.0, operationsPerMinute=8.964589870013446
benchmark-name=startup.mpegaudio, mode=normal, start=Sat Jun 25 08:37:56 BST 2016, end=Sat Jun 25 08:37:59 BST 2016, operations=1.0, operationsPerMinute=22.624434389140273
benchmark-name=startup.scimark.fft, mode=normal, start=Sat Jun 25 08:37:59 BST 2016, end=Sat Jun 25 08:38:00 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.lu, mode=normal, start=Sat Jun 25 08:38:00 BST 2016, end=Sat Jun 25 08:38:01 BST 2016, operations=1.0, operationsPerMinute=54.151624548736464
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sat Jun 25 08:38:01 BST 2016, end=Sat Jun 25 08:38:07 BST 2016, operations=1.0, operationsPerMinute=9.938711280437303
benchmark-name=startup.scimark.sor, mode=normal, start=Sat Jun 25 08:38:07 BST 2016, end=Sat Jun 25 08:38:09 BST 2016, operations=1.0, operationsPerMinute=39.24133420536298
benchmark-name=startup.scimark.sparse, mode=normal, start=Sat Jun 25 08:38:09 BST 2016, end=Sat Jun 25 08:38:10 BST 2016, operations=1.0, operationsPerMinute=52.72407732864675
benchmark-name=startup.serial, mode=normal, start=Sat Jun 25 08:38:10 BST 2016, end=Sat Jun 25 08:38:12 BST 2016, operations=1.0, operationsPerMinute=23.31002331002331
benchmark-name=startup.sunflow, mode=normal, start=Sat Jun 25 08:38:12 BST 2016, end=Sat Jun 25 08:38:19 BST 2016, operations=1.0, operationsPerMinute=9.070294784580499
benchmark-name=startup.xml.transform, mode=normal, start=Sat Jun 25 08:38:19 BST 2016, end=Sat Jun 25 08:38:42 BST 2016, operations=1.0, operationsPerMinute=2.5504782146652496
benchmark-name=startup.xml.validation, mode=normal, start=Sat Jun 25 08:38:42 BST 2016, end=Sat Jun 25 08:38:43 BST 2016, operations=1.0, operationsPerMinute=56.550424128180964
benchmark-name=compiler.compiler, mod=warmup, start=Sat Jun 25 08:38:56 BST 2016, end=Sat Jun 25 08:40:56 BST 2016, operations=432.72949105522105, operationsPerMinute=216.36474552761052, mode=normal, start=Sat Jun 25 08:40:57 BST 2016, end=Sat Jun 25 08:44:57 BST 2016, operations=885.4632620521018, operationsPerMinute=221.36581551302544
benchmark-name=compiler.sunflow, mod=warmup, start=Sat Jun 25 08:45:02 BST 2016, end=Sat Jun 25 08:47:02 BST 2016, operations=176.89141100913108, operationsPerMinute=88.44570550456554, mode=normal, start=Sat Jun 25 08:47:06 BST 2016, end=Sat Jun 25 08:51:06 BST 2016, operations=352.60791757254583, operationsPerMinute=88.15197939313646
benchmark-name=compress, mod=warmup, start=Sat Jun 25 08:51:09 BST 2016, end=Sat Jun 25 08:53:09 BST 2016, operations=374.60178558837123, operationsPerMinute=187.30089279418561, mode=normal, start=Sat Jun 25 08:53:12 BST 2016, end=Sat Jun 25 08:57:12 BST 2016, operations=750.0234112532245, operationsPerMinute=187.50585281330612
benchmark-name=crypto.aes, mod=warmup, start=Sat Jun 25 08:57:14 BST 2016, end=Sat Jun 25 08:59:14 BST 2016, operations=123.72623581618609, operationsPerMinute=61.863117908093045, mode=normal, start=Sat Jun 25 08:59:20 BST 2016, end=Sat Jun 25 09:03:20 BST 2016, operations=260.10629042244005, operationsPerMinute=65.02657260561001
benchmark-name=crypto.rsa, mod=warmup, start=Sat Jun 25 09:03:27 BST 2016, end=Sat Jun 25 09:05:27 BST 2016, operations=218.8848530327622, operationsPerMinute=109.4424265163811, mode=normal, start=Sat Jun 25 09:05:30 BST 2016, end=Sat Jun 25 09:09:30 BST 2016, operations=438.3289961766292, operationsPerMinute=109.5822490441573
benchmark-name=crypto.signverify, mod=warmup, start=Sat Jun 25 09:09:33 BST 2016, end=Sat Jun 25 09:11:33 BST 2016, operations=372.18798206884503, operationsPerMinute=186.09399103442252, mode=normal, start=Sat Jun 25 09:11:35 BST 2016, end=Sat Jun 25 09:15:35 BST 2016, operations=746.4914425548958, operationsPerMinute=186.62286063872395
benchmark-name=derby, mod=warmup, start=Sat Jun 25 09:16:51 BST 2016, end=Sat Jun 25 09:18:51 BST 2016, operations=274.4530536130536, operationsPerMinute=137.2265268065268, mode=normal, start=Sat Jun 25 09:18:53 BST 2016, end=Sat Jun 25 09:22:53 BST 2016, operations=548.4399680924066, operationsPerMinute=137.10999202310165
benchmark-name=mpegaudio, mod=warmup, start=Sat Jun 25 09:22:56 BST 2016, end=Sat Jun 25 09:24:56 BST 2016, operations=184.28671328671328, operationsPerMinute=92.14335664335664, mode=normal, start=Sat Jun 25 09:25:01 BST 2016, end=Sat Jun 25 09:29:01 BST 2016, operations=368.6095819197005, operationsPerMinute=92.15239547992512
benchmark-name=scimark.fft.large, mod=warmup, start=Sat Jun 25 09:29:06 BST 2016, end=Sat Jun 25 09:31:06 BST 2016, operations=105.45704488234138, operationsPerMinute=52.72852244117069, mode=normal, start=Sat Jun 25 09:31:13 BST 2016, end=Sat Jun 25 09:35:13 BST 2016, operations=198.7336813452551, operationsPerMinute=49.68342033631377
benchmark-name=scimark.lu.large, mod=warmup, start=Sat Jun 25 09:35:18 BST 2016, end=Sat Jun 25 09:37:18 BST 2016, operations=21.810273825538353, operationsPerMinute=10.905136912769176, mode=normal, start=Sat Jun 25 09:37:47 BST 2016, end=Sat Jun 25 09:41:47 BST 2016, operations=43.27132885912297, operationsPerMinute=10.817832214780742
benchmark-name=scimark.sor.large, mod=warmup, start=Sat Jun 25 09:42:07 BST 2016, end=Sat Jun 25 09:44:07 BST 2016, operations=73.7526443046363, operationsPerMinute=36.87632215231815, mode=normal, start=Sat Jun 25 09:44:17 BST 2016, end=Sat Jun 25 09:48:17 BST 2016, operations=147.62381556922773, operationsPerMinute=36.90595389230693
benchmark-name=scimark.sparse.large, mod=warmup, start=Sat Jun 25 09:48:26 BST 2016, end=Sat Jun 25 09:50:26 BST 2016, operations=72.23205832782537, operationsPerMinute=36.116029163912685, mode=normal, start=Sat Jun 25 09:50:35 BST 2016, end=Sat Jun 25 09:54:35 BST 2016, operations=144.17715899526067, operationsPerMinute=36.04428974881517
benchmark-name=scimark.fft.small, mod=warmup, start=Sat Jun 25 09:54:45 BST 2016, end=Sat Jun 25 09:56:45 BST 2016, operations=622.0049752753523, operationsPerMinute=311.00248763767615, mode=normal, start=Sat Jun 25 09:56:47 BST 2016, end=Sat Jun 25 10:00:47 BST 2016, operations=1255.1116191605481, operationsPerMinute=313.77790479013703
benchmark-name=scimark.lu.small, mod=warmup, start=Sat Jun 25 10:00:48 BST 2016, end=Sat Jun 25 10:02:48 BST 2016, operations=490.95606752766554, operationsPerMinute=245.47803376383277, mode=normal, start=Sat Jun 25 10:02:49 BST 2016, end=Sat Jun 25 10:06:49 BST 2016, operations=978.2529675492241, operationsPerMinute=244.56324188730602
benchmark-name=scimark.sor.small, mod=warmup, start=Sat Jun 25 10:06:51 BST 2016, end=Sat Jun 25 10:08:51 BST 2016, operations=318.1174089068826, operationsPerMinute=159.0587044534413, mode=normal, start=Sat Jun 25 10:08:53 BST 2016, end=Sat Jun 25 10:12:53 BST 2016, operations=636.923109423588, operationsPerMinute=159.230777355897
benchmark-name=scimark.sparse.small, mod=warmup, start=Sat Jun 25 10:12:56 BST 2016, end=Sat Jun 25 10:14:56 BST 2016, operations=454.03911433920234, operationsPerMinute=227.01955716960117, mode=normal, start=Sat Jun 25 10:14:58 BST 2016, end=Sat Jun 25 10:18:58 BST 2016, operations=916.866981140708, operationsPerMinute=229.216745285177
benchmark-name=scimark.monte_carlo, mod=warmup, start=Sat Jun 25 10:19:00 BST 2016, end=Sat Jun 25 10:21:00 BST 2016, operations=103.28782241842677, operationsPerMinute=51.643911209213385, mode=normal, start=Sat Jun 25 10:21:07 BST 2016, end=Sat Jun 25 10:25:07 BST 2016, operations=206.72767582138073, operationsPerMinute=51.68191895534518
