spec.jvm2008.report.run.location=PERCY006
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Sun Jun 26 20:55:06 BST 2016, end=Sun Jun 26 20:55:06 BST 2016, operations=1.0, operationsPerMinute=1935.483870967742
benchmark-name=startup.helloworld, mode=normal, start=Sun Jun 26 20:55:06 BST 2016, end=Sun Jun 26 20:55:06 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Sun Jun 26 20:55:06 BST 2016, end=Sun Jun 26 20:55:18 BST 2016, operations=1.0, operationsPerMinute=4.777830864787386
benchmark-name=startup.compiler.sunflow, mode=normal, start=Sun Jun 26 20:55:18 BST 2016, end=Sun Jun 26 20:55:21 BST 2016, operations=1.0, operationsPerMinute=18.39926402943882
benchmark-name=startup.compress, mode=normal, start=Sun Jun 26 20:55:21 BST 2016, end=Sun Jun 26 20:55:23 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Sun Jun 26 20:55:23 BST 2016, end=Sun Jun 26 20:55:31 BST 2016, operations=1.0, operationsPerMinute=7.057163020465773
benchmark-name=startup.crypto.rsa, mode=normal, start=Sun Jun 26 20:55:31 BST 2016, end=Sun Jun 26 20:55:39 BST 2016, operations=1.0, operationsPerMinute=8.13118308713918
benchmark-name=startup.crypto.signverify, mode=normal, start=Sun Jun 26 20:55:39 BST 2016, end=Sun Jun 26 20:55:45 BST 2016, operations=1.0, operationsPerMinute=9.223674096848578
benchmark-name=startup.mpegaudio, mode=normal, start=Sun Jun 26 20:55:45 BST 2016, end=Sun Jun 26 20:55:47 BST 2016, operations=1.0, operationsPerMinute=26.52519893899204
benchmark-name=startup.scimark.fft, mode=normal, start=Sun Jun 26 20:55:47 BST 2016, end=Sun Jun 26 20:55:48 BST 2016, operations=1.0, operationsPerMinute=81.85538881309687
benchmark-name=startup.scimark.lu, mode=normal, start=Sun Jun 26 20:55:48 BST 2016, end=Sun Jun 26 20:55:49 BST 2016, operations=1.0, operationsPerMinute=67.49156355455568
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Sun Jun 26 20:55:49 BST 2016, end=Sun Jun 26 20:55:55 BST 2016, operations=1.0, operationsPerMinute=10.865628395508873
benchmark-name=startup.scimark.sor, mode=normal, start=Sun Jun 26 20:55:55 BST 2016, end=Sun Jun 26 20:55:56 BST 2016, operations=1.0, operationsPerMinute=42.73504273504273
benchmark-name=startup.scimark.sparse, mode=normal, start=Sun Jun 26 20:55:56 BST 2016, end=Sun Jun 26 20:55:57 BST 2016, operations=1.0, operationsPerMinute=61.03763987792472
benchmark-name=startup.serial, mode=normal, start=Sun Jun 26 20:55:57 BST 2016, end=Sun Jun 26 20:55:59 BST 2016, operations=1.0, operationsPerMinute=28.49002849002849
benchmark-name=startup.sunflow, mode=normal, start=Sun Jun 26 20:55:59 BST 2016, end=Sun Jun 26 20:56:05 BST 2016, operations=1.0, operationsPerMinute=9.380863039399625
benchmark-name=startup.xml.transform, mode=normal, start=Sun Jun 26 20:56:05 BST 2016, end=Sun Jun 26 20:56:27 BST 2016, operations=1.0, operationsPerMinute=2.8198138922831095
benchmark-name=startup.xml.validation, mode=normal, start=Sun Jun 26 20:56:27 BST 2016, end=Sun Jun 26 20:56:28 BST 2016, operations=1.0, operationsPerMinute=75.37688442211055
benchmark-name=compiler.compiler, mod=warmup, start=Sun Jun 26 20:56:38 BST 2016, end=Sun Jun 26 20:58:38 BST 2016, operations=488.15943066005013, operationsPerMinute=244.07971533002507, mode=normal, start=Sun Jun 26 20:58:39 BST 2016, end=Sun Jun 26 21:02:39 BST 2016, operations=1011.1060921167601, operationsPerMinute=252.77652302919003
benchmark-name=compiler.sunflow, mod=warmup, start=Sun Jun 26 21:02:43 BST 2016, end=Sun Jun 26 21:04:43 BST 2016, operations=197.80844208702655, operationsPerMinute=98.90422104351327, mode=normal, start=Sun Jun 26 21:04:46 BST 2016, end=Sun Jun 26 21:08:46 BST 2016, operations=395.8512950150382, operationsPerMinute=98.96282375375955
benchmark-name=compress, mod=warmup, start=Sun Jun 26 21:08:50 BST 2016, end=Sun Jun 26 21:10:50 BST 2016, operations=398.8299856920807, operationsPerMinute=199.41499284604035, mode=normal, start=Sun Jun 26 21:10:52 BST 2016, end=Sun Jun 26 21:14:52 BST 2016, operations=798.1779318921996, operationsPerMinute=199.5444829730499
benchmark-name=crypto.aes, mod=warmup, start=Sun Jun 26 21:14:54 BST 2016, end=Sun Jun 26 21:16:54 BST 2016, operations=139.6558336799269, operationsPerMinute=69.82791683996345, mode=normal, start=Sun Jun 26 21:17:00 BST 2016, end=Sun Jun 26 21:21:00 BST 2016, operations=294.08270813407677, operationsPerMinute=73.52067703351919
benchmark-name=crypto.rsa, mod=warmup, start=Sun Jun 26 21:21:06 BST 2016, end=Sun Jun 26 21:23:06 BST 2016, operations=234.24826852270903, operationsPerMinute=117.12413426135451, mode=normal, start=Sun Jun 26 21:23:09 BST 2016, end=Sun Jun 26 21:27:09 BST 2016, operations=468.9984887590262, operationsPerMinute=117.24962218975655
benchmark-name=crypto.signverify, mod=warmup, start=Sun Jun 26 21:27:12 BST 2016, end=Sun Jun 26 21:29:12 BST 2016, operations=408.3047553434629, operationsPerMinute=204.15237767173144, mode=normal, start=Sun Jun 26 21:29:14 BST 2016, end=Sun Jun 26 21:33:14 BST 2016, operations=816.3205128205129, operationsPerMinute=204.08012820512823
benchmark-name=derby, mod=warmup, start=Sun Jun 26 21:33:37 BST 2016, end=Sun Jun 26 21:35:37 BST 2016, operations=362.72766277675487, operationsPerMinute=181.36383138837743, mode=normal, start=Sun Jun 26 21:35:38 BST 2016, end=Sun Jun 26 21:39:38 BST 2016, operations=730.1757594284417, operationsPerMinute=182.54393985711042
benchmark-name=mpegaudio, mod=warmup, start=Sun Jun 26 21:39:40 BST 2016, end=Sun Jun 26 21:41:40 BST 2016, operations=207.44619250628583, operationsPerMinute=103.72309625314291, mode=normal, start=Sun Jun 26 21:41:44 BST 2016, end=Sun Jun 26 21:45:44 BST 2016, operations=415.5461019205061, operationsPerMinute=103.88652548012652
benchmark-name=scimark.fft.large, mod=warmup, start=Sun Jun 26 21:45:48 BST 2016, end=Sun Jun 26 21:47:48 BST 2016, operations=70.62009729177984, operationsPerMinute=35.31004864588992, mode=normal, start=Sun Jun 26 21:47:56 BST 2016, end=Sun Jun 26 21:51:56 BST 2016, operations=146.64548617394186, operationsPerMinute=36.661371543485465
benchmark-name=scimark.lu.large, mod=warmup, start=Sun Jun 26 21:52:06 BST 2016, end=Sun Jun 26 21:54:06 BST 2016, operations=13.99343475200822, operationsPerMinute=6.99671737600411, mode=normal, start=Sun Jun 26 21:54:49 BST 2016, end=Sun Jun 26 21:58:49 BST 2016, operations=27.85960734497427, operationsPerMinute=6.964901836243567
benchmark-name=scimark.sor.large, mod=warmup, start=Sun Jun 26 21:59:24 BST 2016, end=Sun Jun 26 22:01:24 BST 2016, operations=74.67073628542627, operationsPerMinute=37.335368142713136, mode=normal, start=Sun Jun 26 22:01:33 BST 2016, end=Sun Jun 26 22:05:33 BST 2016, operations=149.0847644343566, operationsPerMinute=37.27119110858915
benchmark-name=scimark.sparse.large, mod=warmup, start=Sun Jun 26 22:05:44 BST 2016, end=Sun Jun 26 22:07:44 BST 2016, operations=42.97470102492008, operationsPerMinute=21.48735051246004, mode=normal, start=Sun Jun 26 22:07:55 BST 2016, end=Sun Jun 26 22:11:55 BST 2016, operations=85.44366118334533, operationsPerMinute=21.36091529583633
benchmark-name=scimark.fft.small, mod=warmup, start=Sun Jun 26 22:12:08 BST 2016, end=Sun Jun 26 22:14:08 BST 2016, operations=736.5733618233618, operationsPerMinute=368.2866809116809, mode=normal, start=Sun Jun 26 22:14:09 BST 2016, end=Sun Jun 26 22:18:09 BST 2016, operations=1397.495815079721, operationsPerMinute=349.37395376993027
benchmark-name=scimark.lu.small, mod=warmup, start=Sun Jun 26 22:18:10 BST 2016, end=Sun Jun 26 22:20:10 BST 2016, operations=576.3538057886014, operationsPerMinute=288.1769028943007, mode=normal, start=Sun Jun 26 22:20:11 BST 2016, end=Sun Jun 26 22:24:11 BST 2016, operations=1142.1606120471133, operationsPerMinute=285.54015301177833
benchmark-name=scimark.sor.small, mod=warmup, start=Sun Jun 26 22:24:13 BST 2016, end=Sun Jun 26 22:26:13 BST 2016, operations=330.5600551693125, operationsPerMinute=165.28002758465624, mode=normal, start=Sun Jun 26 22:26:14 BST 2016, end=Sun Jun 26 22:30:14 BST 2016, operations=660.6282073781948, operationsPerMinute=165.1570518445487
benchmark-name=scimark.sparse.small, mod=warmup, start=Sun Jun 26 22:30:17 BST 2016, end=Sun Jun 26 22:32:17 BST 2016, operations=505.88919872729485, operationsPerMinute=252.94459936364743, mode=normal, start=Sun Jun 26 22:32:18 BST 2016, end=Sun Jun 26 22:36:18 BST 2016, operations=1022.5048558889519, operationsPerMinute=255.62621397223796
