spec.jvm2008.report.run.location=GREY-02
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Mon Jul 04 12:55:16 BST 2016, end=Mon Jul 04 12:55:16 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Mon Jul 04 12:55:16 BST 2016, end=Mon Jul 04 12:55:16 BST 2016, operations=1.0, operationsPerMinute=645.1612903225806
benchmark-name=startup.compiler.compiler, mode=normal, start=Mon Jul 04 12:55:16 BST 2016, end=Mon Jul 04 12:55:29 BST 2016, operations=1.0, operationsPerMinute=4.477277815088426
benchmark-name=startup.compiler.sunflow, mode=normal, start=Mon Jul 04 12:55:29 BST 2016, end=Mon Jul 04 12:55:33 BST 2016, operations=1.0, operationsPerMinute=17.725258493353028
benchmark-name=startup.compress, mode=normal, start=Mon Jul 04 12:55:33 BST 2016, end=Mon Jul 04 12:55:34 BST 2016, operations=1.0, operationsPerMinute=45.248868778280546
benchmark-name=startup.crypto.aes, mode=normal, start=Mon Jul 04 12:55:34 BST 2016, end=Mon Jul 04 12:55:42 BST 2016, operations=1.0, operationsPerMinute=6.967831842991522
benchmark-name=startup.crypto.rsa, mode=normal, start=Mon Jul 04 12:55:42 BST 2016, end=Mon Jul 04 12:55:50 BST 2016, operations=1.0, operationsPerMinute=7.881255746748982
benchmark-name=startup.crypto.signverify, mode=normal, start=Mon Jul 04 12:55:50 BST 2016, end=Mon Jul 04 12:55:57 BST 2016, operations=1.0, operationsPerMinute=8.882309400444116
benchmark-name=startup.mpegaudio, mode=normal, start=Mon Jul 04 12:55:57 BST 2016, end=Mon Jul 04 12:55:59 BST 2016, operations=1.0, operationsPerMinute=25.305778152678194
benchmark-name=startup.scimark.fft, mode=normal, start=Mon Jul 04 12:55:59 BST 2016, end=Mon Jul 04 12:56:00 BST 2016, operations=1.0, operationsPerMinute=76.92307692307692
benchmark-name=startup.scimark.lu, mode=normal, start=Mon Jul 04 12:56:00 BST 2016, end=Mon Jul 04 12:56:01 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Mon Jul 04 12:56:01 BST 2016, end=Mon Jul 04 12:56:07 BST 2016, operations=1.0, operationsPerMinute=10.395010395010395
benchmark-name=startup.scimark.sor, mode=normal, start=Mon Jul 04 12:56:07 BST 2016, end=Mon Jul 04 12:56:08 BST 2016, operations=1.0, operationsPerMinute=40.48582995951417
benchmark-name=startup.scimark.sparse, mode=normal, start=Mon Jul 04 12:56:08 BST 2016, end=Mon Jul 04 12:56:09 BST 2016, operations=1.0, operationsPerMinute=59.171597633136095
benchmark-name=startup.serial, mode=normal, start=Mon Jul 04 12:56:09 BST 2016, end=Mon Jul 04 12:56:11 BST 2016, operations=1.0, operationsPerMinute=27.272727272727273
benchmark-name=startup.sunflow, mode=normal, start=Mon Jul 04 12:56:11 BST 2016, end=Mon Jul 04 12:56:18 BST 2016, operations=1.0, operationsPerMinute=8.586147681740126
benchmark-name=startup.xml.transform, mode=normal, start=Mon Jul 04 12:56:18 BST 2016, end=Mon Jul 04 12:56:39 BST 2016, operations=1.0, operationsPerMinute=2.8723251472066638
benchmark-name=startup.xml.validation, mode=normal, start=Mon Jul 04 12:56:39 BST 2016, end=Mon Jul 04 12:56:40 BST 2016, operations=1.0, operationsPerMinute=72.55139056831922
benchmark-name=compiler.compiler, mod=warmup, start=Mon Jul 04 12:56:51 BST 2016, end=Mon Jul 04 12:58:51 BST 2016, operations=441.35540353609736, operationsPerMinute=220.67770176804868, mode=normal, start=Mon Jul 04 12:58:52 BST 2016, end=Mon Jul 04 13:02:52 BST 2016, operations=889.8470903856839, operationsPerMinute=222.46177259642099
benchmark-name=compiler.sunflow, mod=warmup, start=Mon Jul 04 13:02:57 BST 2016, end=Mon Jul 04 13:04:57 BST 2016, operations=176.19991201836578, operationsPerMinute=88.09995600918289, mode=normal, start=Mon Jul 04 13:05:00 BST 2016, end=Mon Jul 04 13:09:00 BST 2016, operations=351.82530062027087, operationsPerMinute=87.95632515506772
benchmark-name=compress, mod=warmup, start=Mon Jul 04 13:09:03 BST 2016, end=Mon Jul 04 13:11:03 BST 2016, operations=301.0804183837486, operationsPerMinute=150.5402091918743, mode=normal, start=Mon Jul 04 13:11:06 BST 2016, end=Mon Jul 04 13:15:06 BST 2016, operations=602.5656733683924, operationsPerMinute=150.6414183420981
benchmark-name=crypto.aes, mod=warmup, start=Mon Jul 04 13:15:08 BST 2016, end=Mon Jul 04 13:17:08 BST 2016, operations=105.45257183716085, operationsPerMinute=52.72628591858042, mode=normal, start=Mon Jul 04 13:17:14 BST 2016, end=Mon Jul 04 13:21:14 BST 2016, operations=223.60366305458734, operationsPerMinute=55.900915763646836
benchmark-name=crypto.rsa, mod=warmup, start=Mon Jul 04 13:21:21 BST 2016, end=Mon Jul 04 13:23:21 BST 2016, operations=176.79489876599013, operationsPerMinute=88.39744938299506, mode=normal, start=Mon Jul 04 13:23:31 BST 2016, end=Mon Jul 04 13:27:31 BST 2016, operations=300.34052057335964, operationsPerMinute=75.08513014333991
benchmark-name=crypto.signverify, mod=warmup, start=Mon Jul 04 13:28:40 BST 2016, end=Mon Jul 04 13:30:40 BST 2016, operations=304.8287929761734, operationsPerMinute=152.4143964880867, mode=normal, start=Mon Jul 04 13:30:43 BST 2016, end=Mon Jul 04 13:34:43 BST 2016, operations=610.2669239605058, operationsPerMinute=152.56673099012644
benchmark-name=derby, mod=warmup, start=Mon Jul 04 13:35:05 BST 2016, end=Mon Jul 04 13:37:05 BST 2016, operations=277.1344370907019, operationsPerMinute=138.56721854535095, mode=normal, start=Mon Jul 04 13:37:07 BST 2016, end=Mon Jul 04 13:41:07 BST 2016, operations=557.9116694470663, operationsPerMinute=139.47791736176657
benchmark-name=mpegaudio, mod=warmup, start=Mon Jul 04 13:41:10 BST 2016, end=Mon Jul 04 13:43:10 BST 2016, operations=154.12818957693997, operationsPerMinute=77.06409478846999, mode=normal, start=Mon Jul 04 13:43:18 BST 2016, end=Mon Jul 04 13:47:18 BST 2016, operations=196.92497951236987, operationsPerMinute=49.23124487809247
benchmark-name=scimark.fft.large, mod=warmup, start=Mon Jul 04 13:47:50 BST 2016, end=Mon Jul 04 13:49:50 BST 2016, operations=75.7022283767764, operationsPerMinute=37.8511141883882, mode=normal, start=Mon Jul 04 13:50:08 BST 2016, end=Mon Jul 04 13:54:08 BST 2016, operations=131.96968416296642, operationsPerMinute=32.992421040741604
benchmark-name=scimark.lu.large, mod=warmup, start=Mon Jul 04 13:54:18 BST 2016, end=Mon Jul 04 13:56:18 BST 2016, operations=14.128342082991427, operationsPerMinute=7.0641710414957135, mode=normal, start=Mon Jul 04 13:57:18 BST 2016, end=Mon Jul 04 14:01:18 BST 2016, operations=27.405457589785932, operationsPerMinute=6.851364397446483
benchmark-name=scimark.sor.large, mod=warmup, start=Mon Jul 04 14:02:35 BST 2016, end=Mon Jul 04 14:04:35 BST 2016, operations=57.14435279471582, operationsPerMinute=28.57217639735791, mode=normal, start=Mon Jul 04 14:04:50 BST 2016, end=Mon Jul 04 14:08:50 BST 2016, operations=92.67668705197757, operationsPerMinute=23.16917176299439
benchmark-name=scimark.sparse.large, mod=warmup, start=Mon Jul 04 14:09:16 BST 2016, end=Mon Jul 04 14:11:16 BST 2016, operations=43.57154503122341, operationsPerMinute=21.785772515611704, mode=normal, start=Mon Jul 04 14:11:31 BST 2016, end=Mon Jul 04 14:15:31 BST 2016, operations=81.32619900011647, operationsPerMinute=20.33154975002912
