spec.jvm2008.report.run.location=UNION79
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-2400S CPU @ 2.50GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=3984
benchmark-name=check, mode=normal, start=Thu Jun 30 07:45:01 BST 2016, end=Thu Jun 30 07:45:01 BST 2016, operations=1.0, operationsPerMinute=769.2307692307693
benchmark-name=startup.helloworld, mode=normal, start=Thu Jun 30 07:45:01 BST 2016, end=Thu Jun 30 07:45:02 BST 2016, operations=1.0, operationsPerMinute=153.84615384615384
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu Jun 30 07:45:02 BST 2016, end=Thu Jun 30 07:45:26 BST 2016, operations=1.0, operationsPerMinute=2.4877684716809023
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu Jun 30 07:45:26 BST 2016, end=Thu Jun 30 07:45:31 BST 2016, operations=1.0, operationsPerMinute=10.895224260032686
benchmark-name=startup.compress, mode=normal, start=Thu Jun 30 07:45:31 BST 2016, end=Thu Jun 30 07:45:33 BST 2016, operations=1.0, operationsPerMinute=37.336652146857496
benchmark-name=startup.crypto.aes, mode=normal, start=Thu Jun 30 07:45:33 BST 2016, end=Thu Jun 30 07:45:43 BST 2016, operations=1.0, operationsPerMinute=5.819028222286878
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu Jun 30 07:45:43 BST 2016, end=Thu Jun 30 07:45:52 BST 2016, operations=1.0, operationsPerMinute=6.831378799954457
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu Jun 30 07:45:52 BST 2016, end=Thu Jun 30 07:46:00 BST 2016, operations=1.0, operationsPerMinute=8.028904054596548
benchmark-name=startup.mpegaudio, mode=normal, start=Thu Jun 30 07:46:00 BST 2016, end=Thu Jun 30 07:46:03 BST 2016, operations=1.0, operationsPerMinute=18.315018315018314
benchmark-name=startup.scimark.fft, mode=normal, start=Thu Jun 30 07:46:03 BST 2016, end=Thu Jun 30 07:46:04 BST 2016, operations=1.0, operationsPerMinute=65.14657980456026
benchmark-name=startup.scimark.lu, mode=normal, start=Thu Jun 30 07:46:04 BST 2016, end=Thu Jun 30 07:46:05 BST 2016, operations=1.0, operationsPerMinute=49.30156121610518
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu Jun 30 07:46:05 BST 2016, end=Thu Jun 30 07:46:12 BST 2016, operations=1.0, operationsPerMinute=8.82223202470225
benchmark-name=startup.scimark.sor, mode=normal, start=Thu Jun 30 07:46:12 BST 2016, end=Thu Jun 30 07:46:13 BST 2016, operations=1.0, operationsPerMinute=34.96503496503497
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu Jun 30 07:46:13 BST 2016, end=Thu Jun 30 07:46:15 BST 2016, operations=1.0, operationsPerMinute=41.78272980501393
benchmark-name=startup.serial, mode=normal, start=Thu Jun 30 07:46:15 BST 2016, end=Thu Jun 30 07:46:18 BST 2016, operations=1.0, operationsPerMinute=19.32367149758454
benchmark-name=startup.sunflow, mode=normal, start=Thu Jun 30 07:46:18 BST 2016, end=Thu Jun 30 07:46:25 BST 2016, operations=1.0, operationsPerMinute=8.148852369957897
benchmark-name=startup.xml.transform, mode=normal, start=Thu Jun 30 07:46:25 BST 2016, end=Thu Jun 30 07:46:54 BST 2016, operations=1.0, operationsPerMinute=2.07785011774484
benchmark-name=startup.xml.validation, mode=normal, start=Thu Jun 30 07:46:54 BST 2016, end=Thu Jun 30 07:46:55 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=compiler.compiler, mod=warmup, start=Thu Jun 30 07:47:12 BST 2016, end=Thu Jun 30 07:49:12 BST 2016, operations=362.5543087615091, operationsPerMinute=181.27715438075455, mode=normal, start=Thu Jun 30 07:49:13 BST 2016, end=Thu Jun 30 07:53:13 BST 2016, operations=732.8475506204326, operationsPerMinute=183.21188765510814
benchmark-name=compiler.sunflow, mod=warmup, start=Thu Jun 30 07:53:20 BST 2016, end=Thu Jun 30 07:55:20 BST 2016, operations=142.18269021184182, operationsPerMinute=71.09134510592091, mode=normal, start=Thu Jun 30 07:55:24 BST 2016, end=Thu Jun 30 07:59:24 BST 2016, operations=281.1627002897269, operationsPerMinute=70.29067507243172
benchmark-name=compress, mod=warmup, start=Thu Jun 30 07:59:29 BST 2016, end=Thu Jun 30 08:01:29 BST 2016, operations=270.3432242234376, operationsPerMinute=135.1716121117188, mode=normal, start=Thu Jun 30 08:01:32 BST 2016, end=Thu Jun 30 08:05:32 BST 2016, operations=538.9742097926181, operationsPerMinute=134.74355244815453
benchmark-name=crypto.aes, mod=warmup, start=Thu Jun 30 08:05:34 BST 2016, end=Thu Jun 30 08:07:34 BST 2016, operations=84.92236260576934, operationsPerMinute=42.46118130288467, mode=normal, start=Thu Jun 30 08:07:43 BST 2016, end=Thu Jun 30 08:11:43 BST 2016, operations=180.8201552604335, operationsPerMinute=45.205038815108374
benchmark-name=crypto.rsa, mod=warmup, start=Thu Jun 30 08:11:52 BST 2016, end=Thu Jun 30 08:13:52 BST 2016, operations=145.74956399672686, operationsPerMinute=72.87478199836343, mode=normal, start=Thu Jun 30 08:13:57 BST 2016, end=Thu Jun 30 08:17:57 BST 2016, operations=292.2760785690616, operationsPerMinute=73.0690196422654
benchmark-name=crypto.signverify, mod=warmup, start=Thu Jun 30 08:18:03 BST 2016, end=Thu Jun 30 08:20:03 BST 2016, operations=252.22575082779417, operationsPerMinute=126.11287541389709, mode=normal, start=Thu Jun 30 08:20:06 BST 2016, end=Thu Jun 30 08:24:06 BST 2016, operations=502.3166361320651, operationsPerMinute=125.57915903301628
benchmark-name=derby, mod=warmup, start=Thu Jun 30 08:25:40 BST 2016, end=Thu Jun 30 08:27:40 BST 2016, operations=206.4602144999309, operationsPerMinute=103.23010724996546, mode=normal, start=Thu Jun 30 08:27:43 BST 2016, end=Thu Jun 30 08:31:43 BST 2016, operations=414.95583007432447, operationsPerMinute=103.73895751858112
benchmark-name=mpegaudio, mod=warmup, start=Thu Jun 30 08:31:47 BST 2016, end=Thu Jun 30 08:33:47 BST 2016, operations=133.63759551799976, operationsPerMinute=66.81879775899988, mode=normal, start=Thu Jun 30 08:33:52 BST 2016, end=Thu Jun 30 08:37:52 BST 2016, operations=266.5799395022133, operationsPerMinute=66.64498487555332
benchmark-name=scimark.fft.large, mod=warmup, start=Thu Jun 30 08:37:58 BST 2016, end=Thu Jun 30 08:39:58 BST 2016, operations=81.08259138930454, operationsPerMinute=40.54129569465227, mode=normal, start=Thu Jun 30 08:40:07 BST 2016, end=Thu Jun 30 08:44:07 BST 2016, operations=170.5760744431753, operationsPerMinute=42.64401861079382
benchmark-name=scimark.lu.large, mod=warmup, start=Thu Jun 30 08:44:14 BST 2016, end=Thu Jun 30 08:46:14 BST 2016, operations=20.109404379960154, operationsPerMinute=10.054702189980077, mode=normal, start=Thu Jun 30 08:46:45 BST 2016, end=Thu Jun 30 08:50:45 BST 2016, operations=40.1315278184943, operationsPerMinute=10.032881954623575
benchmark-name=scimark.sor.large, mod=warmup, start=Thu Jun 30 08:51:21 BST 2016, end=Thu Jun 30 08:53:21 BST 2016, operations=55.41358711152334, operationsPerMinute=27.70679355576167, mode=normal, start=Thu Jun 30 08:53:30 BST 2016, end=Thu Jun 30 08:57:30 BST 2016, operations=110.74466421758885, operationsPerMinute=27.686166054397212
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu Jun 30 08:57:41 BST 2016, end=Thu Jun 30 08:59:41 BST 2016, operations=60.770745044243554, operationsPerMinute=30.385372522121777, mode=normal, start=Thu Jun 30 08:59:52 BST 2016, end=Thu Jun 30 09:03:52 BST 2016, operations=120.33265015744499, operationsPerMinute=30.083162539361247
