spec.jvm2008.report.run.location=ROBLIB090
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:21:48 BST 2016, end=Thu May 26 14:21:48 BST 2016, operations=1.0, operationsPerMinute=769.2307692307693
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:21:48 BST 2016, end=Thu May 26 14:21:49 BST 2016, operations=1.0, operationsPerMinute=73.98273736128236
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:21:49 BST 2016, end=Thu May 26 14:22:13 BST 2016, operations=1.0, operationsPerMinute=2.5105652956190636
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:22:13 BST 2016, end=Thu May 26 14:22:18 BST 2016, operations=1.0, operationsPerMinute=12.568077084206116
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:22:18 BST 2016, end=Thu May 26 14:22:19 BST 2016, operations=1.0, operationsPerMinute=41.81184668989547
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:22:19 BST 2016, end=Thu May 26 14:22:29 BST 2016, operations=1.0, operationsPerMinute=6.305170239596469
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:22:29 BST 2016, end=Thu May 26 14:22:37 BST 2016, operations=1.0, operationsPerMinute=7.6923076923076925
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:22:37 BST 2016, end=Thu May 26 14:22:44 BST 2016, operations=1.0, operationsPerMinute=8.800234672924612
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:22:44 BST 2016, end=Thu May 26 14:22:46 BST 2016, operations=1.0, operationsPerMinute=21.85792349726776
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:22:46 BST 2016, end=Thu May 26 14:22:47 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:22:47 BST 2016, end=Thu May 26 14:22:48 BST 2016, operations=1.0, operationsPerMinute=54.151624548736464
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:22:48 BST 2016, end=Thu May 26 14:22:55 BST 2016, operations=1.0, operationsPerMinute=9.567852017222133
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:22:55 BST 2016, end=Thu May 26 14:22:56 BST 2016, operations=1.0, operationsPerMinute=38.07106598984772
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:22:56 BST 2016, end=Thu May 26 14:22:57 BST 2016, operations=1.0, operationsPerMinute=51.282051282051285
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:22:57 BST 2016, end=Thu May 26 14:23:00 BST 2016, operations=1.0, operationsPerMinute=21.48997134670487
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:23:00 BST 2016, end=Thu May 26 14:23:07 BST 2016, operations=1.0, operationsPerMinute=8.43407365757661
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:23:07 BST 2016, end=Thu May 26 14:23:36 BST 2016, operations=1.0, operationsPerMinute=2.1155812559500724
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:23:36 BST 2016, end=Thu May 26 14:23:37 BST 2016, operations=1.0, operationsPerMinute=35.294117647058826
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:23:51 BST 2016, end=Thu May 26 14:25:51 BST 2016, operations=391.44128846058805, operationsPerMinute=195.72064423029403, mode=normal, start=Thu May 26 14:25:52 BST 2016, end=Thu May 26 14:29:52 BST 2016, operations=848.3876199903507, operationsPerMinute=212.09690499758767
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:29:58 BST 2016, end=Thu May 26 14:31:58 BST 2016, operations=169.82575396738244, operationsPerMinute=84.91287698369122, mode=normal, start=Thu May 26 14:32:02 BST 2016, end=Thu May 26 14:36:02 BST 2016, operations=337.71840233562637, operationsPerMinute=84.42960058390659
benchmark-name=compress, mod=warmup, start=Thu May 26 14:36:06 BST 2016, end=Thu May 26 14:38:06 BST 2016, operations=347.7104845591423, operationsPerMinute=173.85524227957114, mode=normal, start=Thu May 26 14:38:09 BST 2016, end=Thu May 26 14:42:09 BST 2016, operations=695.2418921723702, operationsPerMinute=173.81047304309254
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:42:11 BST 2016, end=Thu May 26 14:44:11 BST 2016, operations=115.03176537829376, operationsPerMinute=57.51588268914688, mode=normal, start=Thu May 26 14:44:17 BST 2016, end=Thu May 26 14:48:17 BST 2016, operations=244.18355806282784, operationsPerMinute=61.04588951570696
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:48:24 BST 2016, end=Thu May 26 14:50:24 BST 2016, operations=202.7596254272343, operationsPerMinute=101.37981271361716, mode=normal, start=Thu May 26 14:50:27 BST 2016, end=Thu May 26 14:54:27 BST 2016, operations=405.0007185284613, operationsPerMinute=101.25017963211532
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:54:31 BST 2016, end=Thu May 26 14:56:31 BST 2016, operations=347.41955342548073, operationsPerMinute=173.70977671274036, mode=normal, start=Thu May 26 14:56:33 BST 2016, end=Thu May 26 15:00:33 BST 2016, operations=691.3786877393527, operationsPerMinute=172.84467193483817
benchmark-name=derby, mod=warmup, start=Thu May 26 15:01:34 BST 2016, end=Thu May 26 15:03:34 BST 2016, operations=259.0559440080947, operationsPerMinute=129.52797200404734, mode=normal, start=Thu May 26 15:03:37 BST 2016, end=Thu May 26 15:07:37 BST 2016, operations=525.3758582897393, operationsPerMinute=131.34396457243483
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:07:40 BST 2016, end=Thu May 26 15:09:40 BST 2016, operations=171.26861054048857, operationsPerMinute=85.63430527024428, mode=normal, start=Thu May 26 15:09:44 BST 2016, end=Thu May 26 15:13:44 BST 2016, operations=342.40397621669314, operationsPerMinute=85.60099405417328
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:13:49 BST 2016, end=Thu May 26 15:15:49 BST 2016, operations=116.13209755703105, operationsPerMinute=58.06604877851552, mode=normal, start=Thu May 26 15:15:55 BST 2016, end=Thu May 26 15:19:55 BST 2016, operations=234.77478941376756, operationsPerMinute=58.69369735344189
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:20:01 BST 2016, end=Thu May 26 15:22:01 BST 2016, operations=25.093325663341346, operationsPerMinute=12.546662831670673, mode=normal, start=Thu May 26 15:22:29 BST 2016, end=Thu May 26 15:26:29 BST 2016, operations=50.38490494132556, operationsPerMinute=12.59622623533139
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:26:51 BST 2016, end=Thu May 26 15:28:51 BST 2016, operations=68.48270954376346, operationsPerMinute=34.24135477188173, mode=normal, start=Thu May 26 15:29:03 BST 2016, end=Thu May 26 15:33:03 BST 2016, operations=137.54156657607217, operationsPerMinute=34.38539164401804
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:33:14 BST 2016, end=Thu May 26 15:35:14 BST 2016, operations=81.08496468553886, operationsPerMinute=40.54248234276943, mode=normal, start=Thu May 26 15:35:22 BST 2016, end=Thu May 26 15:39:22 BST 2016, operations=162.26035210340422, operationsPerMinute=40.565088025851054
