spec.jvm2008.report.run.location=UNION38
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:21:09 BST 2016, end=Thu May 26 14:21:09 BST 2016, operations=1.0, operationsPerMinute=705.8823529411765
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:21:09 BST 2016, end=Thu May 26 14:21:10 BST 2016, operations=1.0, operationsPerMinute=58.36575875486381
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:21:10 BST 2016, end=Thu May 26 14:21:38 BST 2016, operations=1.0, operationsPerMinute=2.153547970281038
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:21:38 BST 2016, end=Thu May 26 14:21:43 BST 2016, operations=1.0, operationsPerMinute=11.76701313983134
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:21:43 BST 2016, end=Thu May 26 14:21:44 BST 2016, operations=1.0, operationsPerMinute=40.84411164057182
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:21:44 BST 2016, end=Thu May 26 14:21:54 BST 2016, operations=1.0, operationsPerMinute=6.323110970597534
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:21:54 BST 2016, end=Thu May 26 14:22:02 BST 2016, operations=1.0, operationsPerMinute=7.590132827324478
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:22:02 BST 2016, end=Thu May 26 14:22:08 BST 2016, operations=1.0, operationsPerMinute=8.99415380002998
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:22:08 BST 2016, end=Thu May 26 14:22:11 BST 2016, operations=1.0, operationsPerMinute=21.747009786154404
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:22:11 BST 2016, end=Thu May 26 14:22:12 BST 2016, operations=1.0, operationsPerMinute=72.90400972053463
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:22:12 BST 2016, end=Thu May 26 14:22:13 BST 2016, operations=1.0, operationsPerMinute=55.60704355885079
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:22:13 BST 2016, end=Thu May 26 14:22:19 BST 2016, operations=1.0, operationsPerMinute=9.572431397574984
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:22:19 BST 2016, end=Thu May 26 14:22:21 BST 2016, operations=1.0, operationsPerMinute=39.603960396039604
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:22:21 BST 2016, end=Thu May 26 14:22:22 BST 2016, operations=1.0, operationsPerMinute=47.92332268370607
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:22:22 BST 2016, end=Thu May 26 14:22:25 BST 2016, operations=1.0, operationsPerMinute=22.23869532987398
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:22:25 BST 2016, end=Thu May 26 14:22:32 BST 2016, operations=1.0, operationsPerMinute=8.593526210254941
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:22:32 BST 2016, end=Thu May 26 14:22:57 BST 2016, operations=1.0, operationsPerMinute=2.345857606443289
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:22:57 BST 2016, end=Thu May 26 14:22:59 BST 2016, operations=1.0, operationsPerMinute=46.22496147919877
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:23:12 BST 2016, end=Thu May 26 14:25:12 BST 2016, operations=446.8437619894924, operationsPerMinute=223.4218809947462, mode=normal, start=Thu May 26 14:25:16 BST 2016, end=Thu May 26 14:29:16 BST 2016, operations=887.9709001387082, operationsPerMinute=221.99272503467705
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:29:23 BST 2016, end=Thu May 26 14:31:23 BST 2016, operations=179.73626995113165, operationsPerMinute=89.86813497556582, mode=normal, start=Thu May 26 14:31:31 BST 2016, end=Thu May 26 14:35:31 BST 2016, operations=359.21428177323907, operationsPerMinute=89.80357044330977
benchmark-name=compress, mod=warmup, start=Thu May 26 14:35:38 BST 2016, end=Thu May 26 14:37:38 BST 2016, operations=468.9692249340787, operationsPerMinute=234.48461246703934, mode=normal, start=Thu May 26 14:37:42 BST 2016, end=Thu May 26 14:41:42 BST 2016, operations=961.3363764970522, operationsPerMinute=240.33409412426306
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:41:45 BST 2016, end=Thu May 26 14:43:45 BST 2016, operations=127.63944407244864, operationsPerMinute=63.81972203622432, mode=normal, start=Thu May 26 14:43:55 BST 2016, end=Thu May 26 14:47:55 BST 2016, operations=267.47998634819265, operationsPerMinute=66.86999658704816
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:48:06 BST 2016, end=Thu May 26 14:50:06 BST 2016, operations=227.00830968380197, operationsPerMinute=113.50415484190098, mode=normal, start=Thu May 26 14:50:13 BST 2016, end=Thu May 26 14:54:13 BST 2016, operations=453.6288954447425, operationsPerMinute=113.40722386118563
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:54:20 BST 2016, end=Thu May 26 14:56:20 BST 2016, operations=390.3229538603931, operationsPerMinute=195.16147693019656, mode=normal, start=Thu May 26 14:56:23 BST 2016, end=Thu May 26 15:00:23 BST 2016, operations=770.354556998341, operationsPerMinute=192.58863924958524
benchmark-name=derby, mod=warmup, start=Thu May 26 15:02:06 BST 2016, end=Thu May 26 15:04:06 BST 2016, operations=319.0158744002629, operationsPerMinute=159.50793720013144, mode=normal, start=Thu May 26 15:04:10 BST 2016, end=Thu May 26 15:08:10 BST 2016, operations=663.2887952052045, operationsPerMinute=165.8221988013011
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:08:15 BST 2016, end=Thu May 26 15:10:15 BST 2016, operations=217.5545630883878, operationsPerMinute=108.7772815441939, mode=normal, start=Thu May 26 15:10:23 BST 2016, end=Thu May 26 15:14:23 BST 2016, operations=437.5483420930142, operationsPerMinute=109.38708552325355
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:14:29 BST 2016, end=Thu May 26 15:16:29 BST 2016, operations=90.06066382640431, operationsPerMinute=45.030331913202154, mode=normal, start=Thu May 26 15:16:46 BST 2016, end=Thu May 26 15:20:46 BST 2016, operations=192.28450412433375, operationsPerMinute=48.07112603108344
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:21:03 BST 2016, end=Thu May 26 15:23:03 BST 2016, operations=20.748434225405767, operationsPerMinute=10.374217112702883, mode=normal, start=Thu May 26 15:24:01 BST 2016, end=Thu May 26 15:28:01 BST 2016, operations=40.602281242298986, operationsPerMinute=10.150570310574746
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:29:06 BST 2016, end=Thu May 26 15:31:06 BST 2016, operations=92.7501277770028, operationsPerMinute=46.3750638885014, mode=normal, start=Thu May 26 15:31:19 BST 2016, end=Thu May 26 15:35:19 BST 2016, operations=235.3734983164053, operationsPerMinute=58.84337457910132
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:35:32 BST 2016, end=Thu May 26 15:37:32 BST 2016, operations=61.56403786142237, operationsPerMinute=30.782018930711185, mode=normal, start=Thu May 26 15:37:50 BST 2016, end=Thu May 26 15:41:50 BST 2016, operations=118.87238040199836, operationsPerMinute=29.71809510049959
benchmark-name=scimark.fft.small, mod=warmup, start=Thu May 26 15:42:13 BST 2016, end=Thu May 26 15:44:13 BST 2016, operations=812.4724677841941, operationsPerMinute=406.23623389209706, mode=normal, start=Thu May 26 15:44:15 BST 2016, end=Thu May 26 15:48:15 BST 2016, operations=1586.4802519463772, operationsPerMinute=396.6200629865943
