spec.jvm2008.report.run.location=ROBLIB011
spec.jvm2008.report.hw.cpu.name=n/a
spec.jvm2008.report.hw.number.of.cores=n/a
spec.jvm2008.report.hw.memory.size=n/a
benchmark-name=check, mode=normal, start=Thu May 26 14:20:38 BST 2016, end=Thu May 26 14:20:38 BST 2016, operations=1.0, operationsPerMinute=480.0
benchmark-name=startup.helloworld, mode=normal, start=Thu May 26 14:20:38 BST 2016, end=Thu May 26 14:20:39 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.compiler.compiler, mode=normal, start=Thu May 26 14:20:39 BST 2016, end=Thu May 26 14:20:57 BST 2016, operations=1.0, operationsPerMinute=3.2051282051282053
benchmark-name=startup.compiler.sunflow, mode=normal, start=Thu May 26 14:20:57 BST 2016, end=Thu May 26 14:21:02 BST 2016, operations=1.0, operationsPerMinute=12.287528158918697
benchmark-name=startup.compress, mode=normal, start=Thu May 26 14:21:02 BST 2016, end=Thu May 26 14:21:04 BST 2016, operations=1.0, operationsPerMinute=40.48582995951417
benchmark-name=startup.crypto.aes, mode=normal, start=Thu May 26 14:21:04 BST 2016, end=Thu May 26 14:21:13 BST 2016, operations=1.0, operationsPerMinute=6.315789473684211
benchmark-name=startup.crypto.rsa, mode=normal, start=Thu May 26 14:21:13 BST 2016, end=Thu May 26 14:21:21 BST 2016, operations=1.0, operationsPerMinute=7.6765609007164795
benchmark-name=startup.crypto.signverify, mode=normal, start=Thu May 26 14:21:21 BST 2016, end=Thu May 26 14:21:28 BST 2016, operations=1.0, operationsPerMinute=8.800234672924612
benchmark-name=startup.mpegaudio, mode=normal, start=Thu May 26 14:21:28 BST 2016, end=Thu May 26 14:21:31 BST 2016, operations=1.0, operationsPerMinute=21.253985122210416
benchmark-name=startup.scimark.fft, mode=normal, start=Thu May 26 14:21:31 BST 2016, end=Thu May 26 14:21:32 BST 2016, operations=1.0, operationsPerMinute=66.29834254143647
benchmark-name=startup.scimark.lu, mode=normal, start=Thu May 26 14:21:32 BST 2016, end=Thu May 26 14:21:33 BST 2016, operations=1.0, operationsPerMinute=51.282051282051285
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Thu May 26 14:21:33 BST 2016, end=Thu May 26 14:21:39 BST 2016, operations=1.0, operationsPerMinute=9.47268708556994
benchmark-name=startup.scimark.sor, mode=normal, start=Thu May 26 14:21:39 BST 2016, end=Thu May 26 14:21:41 BST 2016, operations=1.0, operationsPerMinute=37.359900373599004
benchmark-name=startup.scimark.sparse, mode=normal, start=Thu May 26 14:21:41 BST 2016, end=Thu May 26 14:21:42 BST 2016, operations=1.0, operationsPerMinute=51.282051282051285
benchmark-name=startup.serial, mode=normal, start=Thu May 26 14:21:42 BST 2016, end=Thu May 26 14:21:45 BST 2016, operations=1.0, operationsPerMinute=22.363026462914647
benchmark-name=startup.sunflow, mode=normal, start=Thu May 26 14:21:45 BST 2016, end=Thu May 26 14:21:52 BST 2016, operations=1.0, operationsPerMinute=8.584919158677922
benchmark-name=startup.xml.transform, mode=normal, start=Thu May 26 14:21:52 BST 2016, end=Thu May 26 14:22:18 BST 2016, operations=1.0, operationsPerMinute=2.2732439190725167
benchmark-name=startup.xml.validation, mode=normal, start=Thu May 26 14:22:18 BST 2016, end=Thu May 26 14:22:19 BST 2016, operations=1.0, operationsPerMinute=44.54342984409799
benchmark-name=compiler.compiler, mod=warmup, start=Thu May 26 14:22:33 BST 2016, end=Thu May 26 14:24:33 BST 2016, operations=392.0837309363685, operationsPerMinute=196.04186546818426, mode=normal, start=Thu May 26 14:24:34 BST 2016, end=Thu May 26 14:28:34 BST 2016, operations=830.1431611228094, operationsPerMinute=207.53579028070234
benchmark-name=compiler.sunflow, mod=warmup, start=Thu May 26 14:28:40 BST 2016, end=Thu May 26 14:30:40 BST 2016, operations=164.8693701448998, operationsPerMinute=82.4346850724499, mode=normal, start=Thu May 26 14:30:44 BST 2016, end=Thu May 26 14:34:44 BST 2016, operations=324.5661526457055, operationsPerMinute=81.14153816142637
benchmark-name=compress, mod=warmup, start=Thu May 26 14:34:49 BST 2016, end=Thu May 26 14:36:49 BST 2016, operations=303.1719769589091, operationsPerMinute=151.58598847945456, mode=normal, start=Thu May 26 14:36:51 BST 2016, end=Thu May 26 14:40:51 BST 2016, operations=654.7960637251686, operationsPerMinute=163.69901593129214
benchmark-name=crypto.aes, mod=warmup, start=Thu May 26 14:40:53 BST 2016, end=Thu May 26 14:42:53 BST 2016, operations=106.90877790084599, operationsPerMinute=53.454388950422995, mode=normal, start=Thu May 26 14:43:00 BST 2016, end=Thu May 26 14:47:00 BST 2016, operations=225.74320041689458, operationsPerMinute=56.435800104223645
benchmark-name=crypto.rsa, mod=warmup, start=Thu May 26 14:47:08 BST 2016, end=Thu May 26 14:49:08 BST 2016, operations=190.57428234330797, operationsPerMinute=95.28714117165399, mode=normal, start=Thu May 26 14:49:12 BST 2016, end=Thu May 26 14:53:12 BST 2016, operations=391.4339816481586, operationsPerMinute=97.85849541203964
benchmark-name=crypto.signverify, mod=warmup, start=Thu May 26 14:53:15 BST 2016, end=Thu May 26 14:55:15 BST 2016, operations=334.6830118396274, operationsPerMinute=167.3415059198137, mode=normal, start=Thu May 26 14:55:17 BST 2016, end=Thu May 26 14:59:17 BST 2016, operations=652.9940112086354, operationsPerMinute=163.24850280215884
benchmark-name=derby, mod=warmup, start=Thu May 26 15:00:17 BST 2016, end=Thu May 26 15:02:17 BST 2016, operations=231.61744442649805, operationsPerMinute=115.80872221324903, mode=normal, start=Thu May 26 15:02:21 BST 2016, end=Thu May 26 15:06:21 BST 2016, operations=467.7972405286041, operationsPerMinute=116.94931013215103
benchmark-name=mpegaudio, mod=warmup, start=Thu May 26 15:06:24 BST 2016, end=Thu May 26 15:08:24 BST 2016, operations=154.5228398289252, operationsPerMinute=77.2614199144626, mode=normal, start=Thu May 26 15:08:28 BST 2016, end=Thu May 26 15:12:28 BST 2016, operations=328.0352926934507, operationsPerMinute=82.00882317336267
benchmark-name=scimark.fft.large, mod=warmup, start=Thu May 26 15:12:32 BST 2016, end=Thu May 26 15:14:32 BST 2016, operations=112.53035386451239, operationsPerMinute=56.265176932256196, mode=normal, start=Thu May 26 15:14:39 BST 2016, end=Thu May 26 15:18:39 BST 2016, operations=234.01929728295352, operationsPerMinute=58.50482432073838
benchmark-name=scimark.lu.large, mod=warmup, start=Thu May 26 15:18:46 BST 2016, end=Thu May 26 15:20:46 BST 2016, operations=23.53484251932951, operationsPerMinute=11.767421259664754, mode=normal, start=Thu May 26 15:21:09 BST 2016, end=Thu May 26 15:25:09 BST 2016, operations=47.411491144619156, operationsPerMinute=11.852872786154789
benchmark-name=scimark.sor.large, mod=warmup, start=Thu May 26 15:25:34 BST 2016, end=Thu May 26 15:27:34 BST 2016, operations=66.11500198773803, operationsPerMinute=33.05750099386901, mode=normal, start=Thu May 26 15:27:45 BST 2016, end=Thu May 26 15:31:45 BST 2016, operations=127.72797295694025, operationsPerMinute=31.931993239235062
benchmark-name=scimark.sparse.large, mod=warmup, start=Thu May 26 15:31:58 BST 2016, end=Thu May 26 15:33:58 BST 2016, operations=76.30831334160484, operationsPerMinute=38.15415667080242, mode=normal, start=Thu May 26 15:34:07 BST 2016, end=Thu May 26 15:38:07 BST 2016, operations=154.1411430475517, operationsPerMinute=38.53528576188793
