spec.jvm2008.report.run.location=BARN-13
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-4690S CPU @ 3.20GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8098
benchmark-name=check, mode=normal, start=Fri Jul 01 14:38:33 BST 2016, end=Fri Jul 01 14:38:33 BST 2016, operations=1.0, operationsPerMinute=1276.595744680851
benchmark-name=startup.helloworld, mode=normal, start=Fri Jul 01 14:38:33 BST 2016, end=Fri Jul 01 14:38:33 BST 2016, operations=1.0, operationsPerMinute=550.4587155963303
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jul 01 14:38:33 BST 2016, end=Fri Jul 01 14:38:47 BST 2016, operations=1.0, operationsPerMinute=4.47227191413238
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jul 01 14:38:47 BST 2016, end=Fri Jul 01 14:38:50 BST 2016, operations=1.0, operationsPerMinute=18.39926402943882
benchmark-name=startup.compress, mode=normal, start=Fri Jul 01 14:38:50 BST 2016, end=Fri Jul 01 14:38:51 BST 2016, operations=1.0, operationsPerMinute=48.07692307692308
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jul 01 14:38:51 BST 2016, end=Fri Jul 01 14:39:00 BST 2016, operations=1.0, operationsPerMinute=7.069635913750441
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jul 01 14:39:00 BST 2016, end=Fri Jul 01 14:39:07 BST 2016, operations=1.0, operationsPerMinute=8.029978586723768
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jul 01 14:39:07 BST 2016, end=Fri Jul 01 14:39:14 BST 2016, operations=1.0, operationsPerMinute=8.986071589036992
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jul 01 14:39:14 BST 2016, end=Fri Jul 01 14:39:16 BST 2016, operations=1.0, operationsPerMinute=26.714158504007123
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jul 01 14:39:16 BST 2016, end=Fri Jul 01 14:39:17 BST 2016, operations=1.0, operationsPerMinute=83.56545961002786
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jul 01 14:39:17 BST 2016, end=Fri Jul 01 14:39:18 BST 2016, operations=1.0, operationsPerMinute=66.3716814159292
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jul 01 14:39:18 BST 2016, end=Fri Jul 01 14:39:23 BST 2016, operations=1.0, operationsPerMinute=10.95690284879474
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jul 01 14:39:23 BST 2016, end=Fri Jul 01 14:39:25 BST 2016, operations=1.0, operationsPerMinute=42.25352112676056
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jul 01 14:39:25 BST 2016, end=Fri Jul 01 14:39:25 BST 2016, operations=1.0, operationsPerMinute=62.047569803516026
benchmark-name=startup.serial, mode=normal, start=Fri Jul 01 14:39:25 BST 2016, end=Fri Jul 01 14:39:28 BST 2016, operations=1.0, operationsPerMinute=28.275212064090482
benchmark-name=startup.sunflow, mode=normal, start=Fri Jul 01 14:39:28 BST 2016, end=Fri Jul 01 14:39:34 BST 2016, operations=1.0, operationsPerMinute=9.426551453260016
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jul 01 14:39:34 BST 2016, end=Fri Jul 01 14:39:54 BST 2016, operations=1.0, operationsPerMinute=2.963109289347622
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jul 01 14:39:54 BST 2016, end=Fri Jul 01 14:39:55 BST 2016, operations=1.0, operationsPerMinute=75.47169811320755
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jul 01 14:40:06 BST 2016, end=Fri Jul 01 14:42:06 BST 2016, operations=484.3879961825434, operationsPerMinute=242.1939980912717, mode=normal, start=Fri Jul 01 14:42:08 BST 2016, end=Fri Jul 01 14:46:08 BST 2016, operations=1003.6707194037859, operationsPerMinute=250.91767985094648
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jul 01 14:46:11 BST 2016, end=Fri Jul 01 14:48:11 BST 2016, operations=197.7242620471182, operationsPerMinute=98.8621310235591, mode=normal, start=Fri Jul 01 14:48:15 BST 2016, end=Fri Jul 01 14:52:15 BST 2016, operations=376.7332152351117, operationsPerMinute=94.18330380877792
benchmark-name=compress, mod=warmup, start=Fri Jul 01 14:52:19 BST 2016, end=Fri Jul 01 14:54:19 BST 2016, operations=400.1686202254053, operationsPerMinute=200.08431011270264, mode=normal, start=Fri Jul 01 14:54:20 BST 2016, end=Fri Jul 01 14:58:20 BST 2016, operations=800.5555951827665, operationsPerMinute=200.13889879569163
benchmark-name=crypto.aes, mod=warmup, start=Fri Jul 01 14:58:22 BST 2016, end=Fri Jul 01 15:00:22 BST 2016, operations=139.88252596553968, operationsPerMinute=69.94126298276984, mode=normal, start=Fri Jul 01 15:00:27 BST 2016, end=Fri Jul 01 15:04:27 BST 2016, operations=293.1352756053881, operationsPerMinute=73.28381890134702
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jul 01 15:04:32 BST 2016, end=Fri Jul 01 15:06:32 BST 2016, operations=236.28180689004677, operationsPerMinute=118.14090344502338, mode=normal, start=Fri Jul 01 15:06:36 BST 2016, end=Fri Jul 01 15:10:36 BST 2016, operations=469.7079181173888, operationsPerMinute=117.4269795293472
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jul 01 15:10:39 BST 2016, end=Fri Jul 01 15:12:39 BST 2016, operations=406.25267003934795, operationsPerMinute=203.12633501967397, mode=normal, start=Fri Jul 01 15:12:41 BST 2016, end=Fri Jul 01 15:16:41 BST 2016, operations=810.7108711060666, operationsPerMinute=202.67771777651666
benchmark-name=derby, mod=warmup, start=Fri Jul 01 15:17:03 BST 2016, end=Fri Jul 01 15:19:03 BST 2016, operations=361.8926143587821, operationsPerMinute=180.94630717939106, mode=normal, start=Fri Jul 01 15:19:06 BST 2016, end=Fri Jul 01 15:23:06 BST 2016, operations=725.2761976474711, operationsPerMinute=181.31904941186778
benchmark-name=mpegaudio, mod=warmup, start=Fri Jul 01 15:23:08 BST 2016, end=Fri Jul 01 15:25:08 BST 2016, operations=207.8976194793567, operationsPerMinute=103.94880973967835, mode=normal, start=Fri Jul 01 15:25:12 BST 2016, end=Fri Jul 01 15:29:12 BST 2016, operations=414.00124768691626, operationsPerMinute=103.50031192172906
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jul 01 15:29:15 BST 2016, end=Fri Jul 01 15:31:15 BST 2016, operations=72.58520632907639, operationsPerMinute=36.29260316453819, mode=normal, start=Fri Jul 01 15:31:26 BST 2016, end=Fri Jul 01 15:35:26 BST 2016, operations=141.11017016668836, operationsPerMinute=35.27754254167209
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jul 01 15:35:36 BST 2016, end=Fri Jul 01 15:37:36 BST 2016, operations=13.78025214084384, operationsPerMinute=6.89012607042192, mode=normal, start=Fri Jul 01 15:38:21 BST 2016, end=Fri Jul 01 15:42:21 BST 2016, operations=27.668932843155115, operationsPerMinute=6.917233210788779
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jul 01 15:42:49 BST 2016, end=Fri Jul 01 15:44:49 BST 2016, operations=74.5675948127487, operationsPerMinute=37.28379740637435, mode=normal, start=Fri Jul 01 15:44:58 BST 2016, end=Fri Jul 01 15:48:58 BST 2016, operations=149.0054182563494, operationsPerMinute=37.25135456408735
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jul 01 15:49:09 BST 2016, end=Fri Jul 01 15:51:09 BST 2016, operations=42.467991879251805, operationsPerMinute=21.233995939625903, mode=normal, start=Fri Jul 01 15:51:21 BST 2016, end=Fri Jul 01 15:55:21 BST 2016, operations=84.24161537094096, operationsPerMinute=21.06040384273524
benchmark-name=scimark.fft.small, mod=warmup, start=Fri Jul 01 15:55:38 BST 2016, end=Fri Jul 01 15:57:38 BST 2016, operations=726.7462688984382, operationsPerMinute=363.3731344492191, mode=normal, start=Fri Jul 01 15:57:39 BST 2016, end=Fri Jul 01 16:01:39 BST 2016, operations=1431.0533476609844, operationsPerMinute=357.7633369152461
benchmark-name=scimark.lu.small, mod=warmup, start=Fri Jul 01 16:01:40 BST 2016, end=Fri Jul 01 16:03:40 BST 2016, operations=572.8788612935747, operationsPerMinute=286.43943064678734, mode=normal, start=Fri Jul 01 16:03:41 BST 2016, end=Fri Jul 01 16:07:41 BST 2016, operations=1152.131128294164, operationsPerMinute=288.032782073541
benchmark-name=scimark.sor.small, mod=warmup, start=Fri Jul 01 16:07:42 BST 2016, end=Fri Jul 01 16:09:42 BST 2016, operations=330.64153920846485, operationsPerMinute=165.32076960423242, mode=normal, start=Fri Jul 01 16:09:45 BST 2016, end=Fri Jul 01 16:13:45 BST 2016, operations=659.6529776120001, operationsPerMinute=164.91324440300002
benchmark-name=scimark.sparse.small, mod=warmup, start=Fri Jul 01 16:13:47 BST 2016, end=Fri Jul 01 16:15:47 BST 2016, operations=506.3676637164109, operationsPerMinute=253.18383185820545, mode=normal, start=Fri Jul 01 16:15:49 BST 2016, end=Fri Jul 01 16:19:49 BST 2016, operations=1023.8255902168769, operationsPerMinute=255.95639755421922
benchmark-name=scimark.monte_carlo, mod=warmup, start=Fri Jul 01 16:19:50 BST 2016, end=Fri Jul 01 16:21:50 BST 2016, operations=119.42006612936832, operationsPerMinute=59.71003306468416, mode=normal, start=Fri Jul 01 16:21:56 BST 2016, end=Fri Jul 01 16:25:56 BST 2016, operations=238.77833788356028, operationsPerMinute=59.69458447089007
benchmark-name=serial, mod=warmup, start=Fri Jul 01 16:26:03 BST 2016, end=Fri Jul 01 16:28:03 BST 2016, operations=240.1103989314692, operationsPerMinute=120.0551994657346, mode=normal, start=Fri Jul 01 16:28:07 BST 2016, end=Fri Jul 01 16:32:07 BST 2016, operations=477.49623069942703, operationsPerMinute=119.37405767485676
