spec.jvm2008.report.run.location=ROBLIB021
spec.jvm2008.report.hw.cpu.name=Intel(R) Core(TM) i5-3470S CPU @ 2.90GHz
spec.jvm2008.report.hw.number.of.cores=4
spec.jvm2008.report.hw.memory.size=8067
benchmark-name=check, mode=normal, start=Fri Jun 03 15:04:36 BST 2016, end=Fri Jun 03 15:04:36 BST 2016, operations=1.0, operationsPerMinute=1200.0
benchmark-name=startup.helloworld, mode=normal, start=Fri Jun 03 15:04:36 BST 2016, end=Fri Jun 03 15:04:36 BST 2016, operations=1.0, operationsPerMinute=500.0
benchmark-name=startup.compiler.compiler, mode=normal, start=Fri Jun 03 15:04:36 BST 2016, end=Fri Jun 03 15:04:52 BST 2016, operations=1.0, operationsPerMinute=3.6518563603164944
benchmark-name=startup.compiler.sunflow, mode=normal, start=Fri Jun 03 15:04:52 BST 2016, end=Fri Jun 03 15:04:57 BST 2016, operations=1.0, operationsPerMinute=14.218009478672986
benchmark-name=startup.compress, mode=normal, start=Fri Jun 03 15:04:57 BST 2016, end=Fri Jun 03 15:04:58 BST 2016, operations=1.0, operationsPerMinute=42.5531914893617
benchmark-name=startup.crypto.aes, mode=normal, start=Fri Jun 03 15:04:58 BST 2016, end=Fri Jun 03 15:05:07 BST 2016, operations=1.0, operationsPerMinute=6.718924972004479
benchmark-name=startup.crypto.rsa, mode=normal, start=Fri Jun 03 15:05:07 BST 2016, end=Fri Jun 03 15:05:15 BST 2016, operations=1.0, operationsPerMinute=7.853403141361256
benchmark-name=startup.crypto.signverify, mode=normal, start=Fri Jun 03 15:05:15 BST 2016, end=Fri Jun 03 15:05:21 BST 2016, operations=1.0, operationsPerMinute=9.049773755656108
benchmark-name=startup.mpegaudio, mode=normal, start=Fri Jun 03 15:05:21 BST 2016, end=Fri Jun 03 15:05:24 BST 2016, operations=1.0, operationsPerMinute=22.14022140221402
benchmark-name=startup.scimark.fft, mode=normal, start=Fri Jun 03 15:05:24 BST 2016, end=Fri Jun 03 15:05:25 BST 2016, operations=1.0, operationsPerMinute=65.93406593406593
benchmark-name=startup.scimark.lu, mode=normal, start=Fri Jun 03 15:05:25 BST 2016, end=Fri Jun 03 15:05:26 BST 2016, operations=1.0, operationsPerMinute=53.57142857142857
benchmark-name=startup.scimark.monte_carlo, mode=normal, start=Fri Jun 03 15:05:26 BST 2016, end=Fri Jun 03 15:05:32 BST 2016, operations=1.0, operationsPerMinute=9.724473257698541
benchmark-name=startup.scimark.sor, mode=normal, start=Fri Jun 03 15:05:32 BST 2016, end=Fri Jun 03 15:05:34 BST 2016, operations=1.0, operationsPerMinute=38.46153846153846
benchmark-name=startup.scimark.sparse, mode=normal, start=Fri Jun 03 15:05:34 BST 2016, end=Fri Jun 03 15:05:35 BST 2016, operations=1.0, operationsPerMinute=50.54759898904802
benchmark-name=startup.serial, mode=normal, start=Fri Jun 03 15:05:35 BST 2016, end=Fri Jun 03 15:05:38 BST 2016, operations=1.0, operationsPerMinute=22.900763358778626
benchmark-name=startup.sunflow, mode=normal, start=Fri Jun 03 15:05:38 BST 2016, end=Fri Jun 03 15:05:44 BST 2016, operations=1.0, operationsPerMinute=9.174311926605505
benchmark-name=startup.xml.transform, mode=normal, start=Fri Jun 03 15:05:44 BST 2016, end=Fri Jun 03 15:06:10 BST 2016, operations=1.0, operationsPerMinute=2.3111590462617
benchmark-name=startup.xml.validation, mode=normal, start=Fri Jun 03 15:06:10 BST 2016, end=Fri Jun 03 15:06:11 BST 2016, operations=1.0, operationsPerMinute=54.054054054054056
benchmark-name=compiler.compiler, mod=warmup, start=Fri Jun 03 15:06:24 BST 2016, end=Fri Jun 03 15:08:24 BST 2016, operations=403.14263855505357, operationsPerMinute=201.57131927752678, mode=normal, start=Fri Jun 03 15:08:26 BST 2016, end=Fri Jun 03 15:12:26 BST 2016, operations=820.2603114825166, operationsPerMinute=205.06507787062915
benchmark-name=compiler.sunflow, mod=warmup, start=Fri Jun 03 15:12:31 BST 2016, end=Fri Jun 03 15:14:31 BST 2016, operations=162.2150822334271, operationsPerMinute=81.10754111671355, mode=normal, start=Fri Jun 03 15:14:35 BST 2016, end=Fri Jun 03 15:18:35 BST 2016, operations=311.2059143547509, operationsPerMinute=77.80147858868773
benchmark-name=compress, mod=warmup, start=Fri Jun 03 15:18:38 BST 2016, end=Fri Jun 03 15:20:38 BST 2016, operations=323.13482774285796, operationsPerMinute=161.56741387142898, mode=normal, start=Fri Jun 03 15:20:40 BST 2016, end=Fri Jun 03 15:24:40 BST 2016, operations=651.7731608057269, operationsPerMinute=162.94329020143172
benchmark-name=crypto.aes, mod=warmup, start=Fri Jun 03 15:24:43 BST 2016, end=Fri Jun 03 15:26:43 BST 2016, operations=107.55132844343616, operationsPerMinute=53.77566422171808, mode=normal, start=Fri Jun 03 15:26:50 BST 2016, end=Fri Jun 03 15:30:50 BST 2016, operations=224.59694751369472, operationsPerMinute=56.14923687842368
benchmark-name=crypto.rsa, mod=warmup, start=Fri Jun 03 15:30:58 BST 2016, end=Fri Jun 03 15:32:58 BST 2016, operations=169.43501137082723, operationsPerMinute=84.71750568541361, mode=normal, start=Fri Jun 03 15:33:03 BST 2016, end=Fri Jun 03 15:37:03 BST 2016, operations=372.97039692818515, operationsPerMinute=93.24259923204629
benchmark-name=crypto.signverify, mod=warmup, start=Fri Jun 03 15:37:06 BST 2016, end=Fri Jun 03 15:39:06 BST 2016, operations=329.63065387777743, operationsPerMinute=164.81532693888872, mode=normal, start=Fri Jun 03 15:39:09 BST 2016, end=Fri Jun 03 15:43:09 BST 2016, operations=656.7625192353221, operationsPerMinute=164.19062980883052
benchmark-name=derby, mod=warmup, start=Fri Jun 03 15:44:12 BST 2016, end=Fri Jun 03 15:46:12 BST 2016, operations=228.9245706143567, operationsPerMinute=114.46228530717835, mode=normal, start=Fri Jun 03 15:46:15 BST 2016, end=Fri Jun 03 15:50:15 BST 2016, operations=471.286676308955, operationsPerMinute=117.82166907723875
benchmark-name=mpegaudio, mod=warmup, start=Fri Jun 03 15:50:19 BST 2016, end=Fri Jun 03 15:52:19 BST 2016, operations=160.60900348565673, operationsPerMinute=80.30450174282836, mode=normal, start=Fri Jun 03 15:52:23 BST 2016, end=Fri Jun 03 15:56:23 BST 2016, operations=332.79692624591024, operationsPerMinute=83.19923156147756
benchmark-name=scimark.fft.large, mod=warmup, start=Fri Jun 03 15:56:27 BST 2016, end=Fri Jun 03 15:58:27 BST 2016, operations=107.94372029078608, operationsPerMinute=53.97186014539304, mode=normal, start=Fri Jun 03 15:58:33 BST 2016, end=Fri Jun 03 16:02:33 BST 2016, operations=216.7597135492611, operationsPerMinute=54.18992838731528
benchmark-name=scimark.lu.large, mod=warmup, start=Fri Jun 03 16:02:39 BST 2016, end=Fri Jun 03 16:04:39 BST 2016, operations=22.04460559928269, operationsPerMinute=11.022302799641345, mode=normal, start=Fri Jun 03 16:05:13 BST 2016, end=Fri Jun 03 16:09:13 BST 2016, operations=31.472083479598936, operationsPerMinute=7.868020869899734
benchmark-name=scimark.sor.large, mod=warmup, start=Fri Jun 03 16:10:29 BST 2016, end=Fri Jun 03 16:12:29 BST 2016, operations=61.86439601477664, operationsPerMinute=30.93219800738832, mode=normal, start=Fri Jun 03 16:12:44 BST 2016, end=Fri Jun 03 16:16:44 BST 2016, operations=119.5478835072127, operationsPerMinute=29.886970876803176
benchmark-name=scimark.sparse.large, mod=warmup, start=Fri Jun 03 16:16:57 BST 2016, end=Fri Jun 03 16:18:57 BST 2016, operations=75.24396985085896, operationsPerMinute=37.62198492542948, mode=normal, start=Fri Jun 03 16:19:06 BST 2016, end=Fri Jun 03 16:23:06 BST 2016, operations=152.86411517951433, operationsPerMinute=38.21602879487858
