name,check,compiler.compiler,compiler.sunflow,compress,crypto.aes,crypto.rsa,crypto.signverify,derby,mpegaudio,scimark.fft.large,scimark.fft.small,scimark.lu.large,scimark.lu.small,scimark.monte_carlo,scimark.sor.large,scimark.sor.small,scimark.sparse.large,scimark.sparse.small,serial,starrtup.crypto.signverify,startup.compiler.compiler,startup.compiler.sunflow,startup.compress,startup.crypto.aes,startup.crypto.rsa,startup.helloworld,startup.mpegaudio,startup.scimark.fft,startup.scimark.lu,startup.scimark.monte_carlo,startup.scimark.sor,startup.scimark.sparse,startup.serial,startup.sunflow,startup.xml.transform,startup.xml.validation,sunflow,xml.transform,xml.validation
BEDSONTC001,1341.9202132548949,250.32160387825567,96.527589105705516,200.34243896993479,73.27958914062944,117.55320291304159,202.13069129273401,173.48977633707506,102.95038570023964,35.925982906137037,350.20160648598176,6.6408679798844643,277.28529514901538,59.554254186372511,34.638296406357703,164.52259435725114,20.410415521245731,250.52398696719459,114.05018270082351,9.0991958409725502,4.4809536961559973,17.655722854837869,47.31792161391661,7.1212520011947831,8.071663623421383,481.68093476770952,25.945440411581551,80.503615749091381,64.278762966056419,10.734182423777163,41.629381590335711,60.326322406879441,27.948766983263813,9.4701569196225623,2.9287939607867512,73.462840863868081,87.738758381382794,247.8646507637489,484.52457353221712
BEDSONTC002,1387.8525383295075,240.11933991247406,94.99784307403857,198.03757081701286,72.530648767537883,117.23158069620538,201.32582619027713,174.07405224311105,102.45655632467681,35.397120231940349,366.8486804161418,6.5717617549565448,284.40603737024179,59.773318334719598,35.549010305286465,165.41205444102465,20.87079718649256,252.69724662031402,119.33856597566691,9.1408093224970006,5.5414328357397382,17.795952160743063,46.925889496294282,7.1019650858320826,8.0681044380841573,493.10258014666113,26.200226343807376,81.093628240841454,64.656024870169702,10.718905089941037,41.514549033355763,59.677141201596292,27.443002083053219,9.42354143915043,2.9586643117479206,71.373592426678854,89.03445485024416,261.20918573806358,502.01704300693302
BEDSONTC003,1218.3105648151241,233.87053599357671,92.288728702342794,193.12367297509536,72.197139004471239,116.76418795684638,198.78839746170141,166.64032806783806,102.4621274628596,34.224435761074041,348.97428941062799,6.5165452328256324,277.2673236029579,59.128068632866729,34.93354764735723,164.3129171054654,20.145056074477495,252.89877541844692,119.83234065188169,9.1131167375629172,6.4967273313658085,17.304484425163501,44.347944311722301,7.0988117091891665,7.903079656987809,381.03040074100863,25.622814482371684,78.018952367348263,63.510909614929425,10.553954362302989,40.575340171074771,58.260691088996623,26.168163845553835,9.4038667730469516,2.9310607143776313,67.965210479025828,88.864913132242961,258.70191250198144,498.98467671358702
BEDSONTC004,1386.5078630897319,238.74543385536248,93.114159494924678,196.2748317346273,72.330889170213354,117.32351392772678,193.47802220724549,172.51165862633997,103.18269766265628,34.902849145767135,350.5817633872677,6.6148460019678055,279.07730020132573,59.249390500705204,35.528381415008816,163.95568404302048,19.908424717263099,248.03643695550619,116.40560370948337,9.1301571855061407,5.7926614313988356,17.700971750762456,46.871001467489904,7.086871672296331,8.0779943405791066,408.91400433945239,25.954451668783605,81.436107198349021,64.711621468300649,10.765273793656538,41.096206093625007,59.231622772225435,27.080468972680762,9.3241633236399792,2.910993506272824,70.236511537469966,88.273361263737272,254.89699334825337,491.84092654799468
BEDSONTC005,1466.6831096857522,246.62611543653713,96.263210202932854,199.16534398877593,73.096230058138175,117.59192621066268,202.90947613382119,179.27777868716319,103.4131146335186,36.912090710993127,357.88882794148759,6.9579038210242929,287.4049771000532,59.307327305830448,37.441847699258915,165.30312924623277,21.426135412238011,256.03560775098521,118.72297473203525,9.2084292311553337,4.6485875643592296,17.936338739587153,47.549477079922461,7.1024822727218329,8.0548036857061636,529.94513061573673,26.39606762281052,82.731562881620491,65.44406096932579,10.808704945491172,42.091406121074186,61.034184898049801,28.468245999202693,9.437450551629647,2.9814219897306722,74.762116696408086,89.766964644748853,266.26728197366225,495.11791863549297
BEDSONTC006,1280.1565276125866,242.78284288269577,95.975116590241811,198.34834423029841,72.255100742614658,116.22248297102666,198.56537845576398,175.32808021097762,102.43236265687042,34.949718604227328,364.45653149050025,6.3871310642021388,281.97692312306253,60.024391153364157,34.452686558430173,164.08654934506887,20.526821000289445,252.69843238650412,119.47653122252325,9.2536298884568922,4.4144447670252998,17.312708091877216,47.220436008741331,7.1018777369906312,8.0808747169759823,503.75801257937337,25.858479598600088,81.57080815692207,65.102438058377032,10.720236947508925,41.196588507148633,58.751674710041243,27.704527925644591,9.4969431185725739,2.9234034259672415,72.265576510894661,89.184033608671598,258.23553391087393,496.20218254017266
BEDSONTC007,1311.9025593586184,229.43869865878071,93.951222844170886,195.96046987814495,72.088137114688038,116.08505656888484,199.91684726428872,171.69547488131866,101.43365709790343,34.238919534778532,354.60623959598689,6.5719842963778783,285.59818969530573,59.461338424686772,35.322054670179739,164.31075063823761,20.506608013777143,254.10502452876494,118.45970570104549,9.2073393519972395,4.4367769825319359,17.28122067518964,46.691573596490912,7.1048450227067015,8.1058861529919728,452.4826767674889,25.980374147690188,79.692234237175668,64.419136443026375,10.501229138725421,41.377451593309623,59.774819566487764,26.893041840165534,9.3523519407607729,2.9224945321793423,71.298043018961096,88.018938449354366,255.64393829848527,496.10229838549566
BEDSONTC008,1514.3280632411067,238.4558948779376,94.777905976687137,197.93676964911307,72.857658978773728,117.43910517886137,199.73421624872546,172.47896255276726,103.05006182330423,36.202207674723759,358.02246503899659,6.5837870570080712,281.83356448462615,59.959732206749457,34.753619207335497,164.35221018802133,19.989378510080474,254.21462858152191,119.50698357810313,9.1742097120307218,4.477580437046921,17.216486789238491,46.632002517528655,7.067561229442016,8.0922529017172415,378.62676350771761,26.316961147549801,79.595742649239369,64.438338488321378,10.698987341030289,41.531093550269127,60.072813914511549,27.384974284897549,9.437402934302721,2.91703062251973,70.665089636571324,89.921904963031068,259.01058364743909,500.72226069386505
BEDSONTC009,1606.0398078242965,249.04358431884802,95.132388658003521,199.34694325718857,72.922043865717086,118.6616241914829,202.93980058296165,180.40970703892265,103.68534983214218,37.079819955058753,359.2308778112872,6.9416978033051624,287.80034069259199,59.647887030342083,37.228369615344036,164.98175783253123,21.30657882849286,255.94587018172757,119.85826672014305,9.2010427848489496,4.6233818163642724,18.056392128543255,47.494286401635897,7.082989021367017,8.0385944435764767,479.5767436568438,26.708214098465511,83.565459610027858,65.757866922892148,10.791136210005874,42.25352112676056,61.037639877924718,28.490028490028489,9.3363960218366913,2.9577176781316785,74.63425501893704,88.516818676402551,263.63202531399679,488.80407116465238
BEDSONTC010,1580.7995477130153,241.96158729904383,92.702531466137572,191.85100396049788,71.890122298874488,114.12463460315254,198.51728859036487,170.67457846017129,102.36272496474075,34.1733957336046,342.27790828239335,6.4372161297367114,273.05686605288906,59.454510259878269,34.990861826737827,162.85387936817602,19.624087467726618,250.60513867854678,116.11931235776974,9.2508148222249496,5.7557104076000982,17.814983449514024,46.98029266377138,7.1024848475011684,8.0895499840786549,439.97803851986663,26.07964756330265,80.568597573188896,64.405801003259256,10.736080814798823,41.184039416358452,59.848382156662637,27.593648335929959,9.2924297650143508,2.9755460348696623,72.821455266040601,88.189657884182424,250.36423692786701,491.33665226251208
