"","name","check","compiler.compiler","compiler.sunflow","compress","crypto.aes","crypto.rsa","crypto.signverify","derby","mpegaudio","scimark.fft.large","scimark.fft.small","scimark.lu.large","scimark.lu.small","scimark.monte_carlo","scimark.sor.large","scimark.sor.small","scimark.sparse.large","scimark.sparse.small","serial","starrtup.crypto.signverify","startup.compiler.compiler","startup.compiler.sunflow","startup.compress","startup.crypto.aes","startup.crypto.rsa","startup.helloworld","startup.mpegaudio","startup.scimark.fft","startup.scimark.lu","startup.scimark.monte_carlo","startup.scimark.sor","startup.scimark.sparse","startup.serial","startup.sunflow","startup.xml.transform","startup.xml.validation","sunflow","xml.transform","xml.validation"
"OLDLIB001","OLDLIB001",5,13,19,36,30,36,31,30,33,11,33,2,18,36,36,35,1,12,30,3,2,3,3,5,3,6,3,5,4,4,5,10,2,8,4,2,33,33,2
"OLDLIB002","OLDLIB002",5,4,4,4,2,2,2,3,1,9,1,7,7,1,2,2,6,9,13,14,5,2,6,2,23,2,5,5,4,2,2,3,7,3,6,5,2,4,7
"OLDLIB003","OLDLIB003",5,22,26,37,37,55,37,37,37,22,37,1,26,37,37,36,2,26,35,5,11,4,18,7,12,6,5,5,4,8,12,6,5,6,2,5,34,34,4
"OLDLIB004","OLDLIB004",14,3,7,20,31,34,25,23,28,23,31,45,36,29,23,23,18,33,27,34,40,43,14,17,28,47,11,10,10,8,9,10,19,47,51,46,25,27,23
"OLDLIB005","OLDLIB005",29,6,18,14,12,13,7,9,13,19,4,15,12,10,10,11,13,11,5,30,21,10,17,23,7,50,14,8,13,11,15,13,12,7,20,19,8,2,9
"OLDLIB006","OLDLIB006",22,36,17,8,26,8,28,38,32,21,25,53,32,34,26,32,41,31,17,13,20,30,21,14,30,27,22,20,22,29,24,25,22,32,15,22,50,29,18
"OLDLIB007","OLDLIB007",48,16,32,29,32,7,17,14,24,31,9,9,11,11,6,7,11,8,10,39,44,26,8,22,32,31,18,13,12,12,9,14,29,16,16,25,4,28,25
"OLDLIB008","OLDLIB008",22,34,30,32,29,23,4,17,4,15,12,14,28,28,7,31,8,18,37,17,27,18,14,16,19,36,10,26,15,14,17,15,10,36,31,13,22,25,27
"OLDLIB009","OLDLIB009",35,5,21,5,13,16,13,4,8,1,15,18,25,7,4,10,10,10,15,9,26,17,6,31,15,43,8,2,7,7,9,10,8,11,9,26,10,7,33
"OLDLIB011","OLDLIB011",22,9,12,12,7,14,11,7,11,5,18,16,13,16,13,8,28,36,18,24,30,29,8,33,12,23,15,18,15,13,12,10,25,16,29,19,19,24,10
"OLDLIB012","OLDLIB012",35,14,13,7,6,17,20,32,35,25,17,55,4,8,32,4,45,6,7,35,33,33,12,11,12,52,33,26,30,36,33,33,35,41,23,14,15,5,5
"OLDLIB013","OLDLIB013",1,25,3,38,1,1,1,1,27,55,35,54,2,35,40,39,54,1,6,1,1,1,1,1,1,12,1,1,1,1,7,1,1,1,1,1,23,6,1
