name,scimark.fft.large,scimark.lu.large,scimark.monte_carlo,scimark.sor.large,scimark.sparse.large,sunflow
HOPE01,29.049902820038902,5.7454418580056501,39.366628760060486,27.487329817881321,18.620207719943537,54.029930097677777
HOPE04,29.296898127038819,5.7083804482962117,37.029587181576801,25.954273369370007,18.336984053784342,40.502057359868303
HOPE05,29.356188897926508,5.7387713647001375,39.18999501613412,27.303767513051163,18.544713241155822,53.34726127106147
HOPE06,29.165258057610004,5.7352842830116479,39.067066535424722,27.464554599584126,18.60393462564987,53.38281318480459
HOPE07,29.202606888344661,5.7353825008126966,39.223619410988462,27.29654229093212,18.596678385395606,53.637091463351567
HOPE09,30.294627917863252,5.7249367725429385,38.582980180504919,27.234305681122745,18.582433885802963,53.223386076258961
HOPE10,29.154665242231481,5.7460144397313933,39.151208148694877,27.228041589737337,18.611906058273579,54.353102992538368
HOPE11,29.629563456852456,5.745932772152492,39.266024459464809,27.458007679415356,18.583970410551597,53.881933230723789
HOPE12,29.842227424809959,5.7470937367016042,39.042800127726011,27.487158895388241,18.63893996247462,54.08424265930411
HOPE13,29.216573191531868,5.7357267054253889,39.211974360709867,26.751308560655474,18.510444249351767,54.484742874952389
HOPE14,29.621790739778355,5.7357815918131489,39.097059820043974,27.160975262702689,18.556535745961316,54.166208475684044
HOPE15,29.858973013228805,5.7520067477605705,39.140569238139022,27.286417803012352,18.618576754550276,53.637467647129753
HOPE16,28.665389553530215,5.7342041205252565,39.255082995272232,27.131763023091636,18.508024488809646,53.484952189115219
HOPE17,30.464012035555289,5.7488606025921625,39.291568379633702,27.353247115288145,18.534501024291696,53.789992143378186
HOPE18,29.330282940394824,5.7473539467973804,39.219782191139124,27.50045431828439,18.603458432452477,54.005204181438195
HOPE19,29.788415549861909,5.7552553788436764,39.156641165589967,27.480340628654211,18.61784244949714,53.996239117187173
HOPE20,29.577730383227362,5.7351115739187124,39.325465863496653,27.31965547367199,18.531096065828489,53.761262603957
HOPE21,29.014314546483149,5.7534474784811334,39.278892295195568,27.498124631252303,18.559908274614124,54.417385706381424
HOPE23,29.569577551421624,5.7499284339309131,39.373772371040019,27.496152349995754,18.629570518538525,53.649834819026893
HOPE25,29.77309015232602,5.7497260552025198,39.150768295302179,27.408557012121779,18.620548208722084,53.348304444335042
HOPE28,28.849289189564615,5.7561309883497289,39.42569254655146,27.442957587301795,18.601805778546716,53.841299950419625
HOPE29,29.516836522866178,5.7482004688380544,39.217547039693272,27.487070410581403,18.61152295404505,53.483002625824824
HOPE31,29.632612256458565,5.7527523606458155,39.312744779593963,27.501423529248164,18.622306511602176,54.273780073168496
HOPE32,30.164112805232197,5.747175789259698,39.186144660881652,27.491988575511481,18.579700244239852,53.953699673710915
